Grade,Course,Period,Room,Mark1
9,EEFG1QB,6,334B,73
9,HGF82HQD,6,321,90
9,SHFC3TM,6,122,98
11,SBF41UQX,6,338,84
10,HUF41,6,211,87
11,HTF41X,6,334A,65
9,HGF82QGD,6,313,81
12,EQF41QQY,6,328A,90
12,SHFC7TM,6,248,75
12,HQFC5TH,6,315,85
10,EEFG5,6,146,83
10,SCF41HG,6,141,93
10,EEFG5,6,223,80
10,HQFC1TH,6,326,90
10,SCF41,6,138,79
10,SCF41HG,6,141,94
11,EEFGDQG,6,246,70
12,PPF41Q2B,6,GYM3,90
10,HQFC1TH,6,326,95
9,SLF85QT,6,229,74
12,SDF81UVT,6,332,88
11,SHFC7TM,6,248,85
9,FSFC5,6,125,85
10,SHFC3TM,6,122,90
12,SBF41UQX,6,338,85
9,HGF81QQD,6,324,83
9,HGF82QQD,6,314,72
9,MEF41,6,205,74
11,FSFC5,6,125,77
10,UEFG5,6,B27,86
9,HGF82QQD,6,321,80
11,EEFG9,6,250,73
9,HGF81QGD,6,325,70
9,HGF81QTD,6,325,73
9,FSF41UQX,6,123,90
10,FSFC9,6,116,70
10,FKFC5H,6,124,98
11,EEFGDUQV,6,204,95
10,UEFG5,6,B27,88
11,SEF41H,6,341,96
9,FMFC5,6,215,72
11,EEFG9UQX,6,249,94
10,EEFG5QT,6,336,80
11,SHFC7TM,6,248,75
9,EEFG5QG,6,336,83
11,SEF41,6,113,83
10,SCF41QG,6,141,83
9,HGF81QQD,6,316,79
10,FMFC5,6,115,89
12,HQF41QQY,6,317,99
12,SQF41QQY,6,233,100
10,PPF41Q2G,6,GYM2,100
10,PPF41Q3G,6,GYM1,90
12,ULFC9TP,6,B39,91
12,EEFGDUQV,6,204,90
9,PHF41H3,6,107,96
9,PPF41Q2G,6,GYM2,100
9,HGF82HQD,6,314,94
11,FMFC5H,6,215,100
10,SPF41,6,231,78
10,EEFG5HG,6,336,93
12,FQF41QQY,6,216B,100
10,SCF41QG,6,141,78
11,SCF41QG,6,141,84
10,EEFG9,6,250,87
10,FLFC5H,6,121,95
10,HUF41,6,211,65
11,AUFC5UAT,6,232,99
10,SPF41H,6,238,90
9,SDF41,6,247,80
12,PPF41Q2G,6,GYM2,85
9,HGF81QQD,6,324,55
9,FJFC1,6,126,88
9,HUF41,6,221,45
11,HTF41X,6,334A,90
9,SLF85QG,6,229,65
11,SDF81UVT,6,332,91
10,UEFG5H,6,B27,100
9,EEFGDQF,6,346,80
10,PPF41Q3G,6,GYM2,65
10,EEFG5H,6,146,90
9,PHF41H3,6,107,95
9,PPF41Q2B,6,GYM3,100
9,EEFG1HWB,6,350,90
10,SEF41,6,113,80
12,EEFGDQT,6,246,45
10,FLFC5H,6,121,93
10,HQFC1TH,6,326,88
9,PHF41Q2,6,107,70
9,PPF41Q3B,6,GYM3,90
10,HFF41,6,311,45
10,SCF41QT,6,141,80
12,PPF41Q3G,6,GYM2,100
12,EEFGDUQX,6,347,80
9,HGF81QGD,6,325,45
9,FJFC1,6,126,80
10,SPF41,6,231,82
10,FLFC5H,6,121,100
10,EEFG5,6,146,83
11,SPF41H,6,238,90
9,PPF41Q2B,6,GYM3,95
9,PPF41Q3B,6,GYM3,90
12,PPF41Q2B,6,GYM3,90
10,SCF41HG,6,141,92
12,EEFGDUQJ,6,348,83
11,SPF41H,6,231,97
11,FSFC9,6,116,75
9,MEF82QGD,6,203,55
9,MEF41QT,6,105,65
10,HUF41,6,211,77
11,HQFC5TH,6,315,76
11,EEFG9UQX,6,249,75
10,FSFC9H,6,116,95
10,SCF41H,6,138,94
9,SDF41,6,247,88
11,PPF41Q2G,6,GYM1,75
10,FMFC5,6,215,81
11,EEFGDHG,6,246,91
10,FSFC9H,6,116,90
12,SBF41UQX,6,338,84
11,EEFG9UQX,6,249,96
12,HFF41,6,311,84
9,SDF41H,6,247,96
11,SDF81UVT,6,332,94
12,PPF41Q3G,6,GYM1,70
10,EEFG5H,6,146,93
9,PPF41Q3G,6,GYM2,91
10,PPF41Q2G,6,GYM2,100
11,SPF41,6,238,85
11,SBF41UQX,6,338,90
10,HQFC1TH,6,326,89
9,EEFG1QB,6,334B,86
9,EEFG1QB,6,334B,87
11,HTF41X,6,334A,85
9,UEFG5,6,B27,89
9,HGF81QQD,6,324,80
9,EEFG1QB,6,334B,65
9,HGF82QTD,6,313,68
10,PPF41Q3B,6,GYM3,90
12,HQFC5TH,6,315,71
11,EEFGDUQJ,6,348,70
12,EEFGDUQX,6,347,75
10,HQFC1TH,6,326,95
10,SCF41QG,6,141,69
10,HUF41H,6,221,90
12,ULFC9TP,6,B39,90
10,HUF41QT,6,323,86
9,SLF85QT,6,229,79
10,HFF41HW,6,329B,98
11,SBF41UQX,6,338,90
12,PPF41Q3B,6,GYM3,85
10,MRF41,6,225,85
9,PHF41Q2,6,107,87
9,PPF41Q3B,6,GYM3,100
10,EEFG5H,6,223,93
10,FKFC5H,6,124,92
10,PPF41Q3G,6,GYM1,90
11,FMFC5H,6,215,97
12,PPF41Q2B,6,GYM3,90
9,SLF41H,6,331,96
12,EQF41QQY,6,328A,100
11,EEFG9UQX,6,249,91
11,HQFC5TH,6,315,87
11,EEFGDHG,6,246,90
11,SDF81UVT,6,332,92
9,SLF41,6,331,88
10,SCF41,6,138,73
12,FQF41QQY,6,216B,100
11,EEFGD,6,349,45
10,SCF41,6,139,68
9,HGF82HQD,6,314,90
10,FLFC5,6,121,68
12,ULFC9TP,6,B39,91
9,HGF82HWD,6,333,90
9,EEFG5,6,223,81
12,EEFGDUQX,6,347,90
10,FKFC5,6,124,87
11,SHFC7TM,6,248,80
11,EEFGDH,6,349,90
12,FQF41QQY,6,216B,100
10,SPF41H,6,238,90
11,HUF41,6,221,75
9,PPF41Q3B,6,GYM3,90
11,SEF41,6,341,85
11,HTF41X,6,334A,88
10,EEFG5HG,6,336,90
10,EEFG5QT,6,336,81
9,SLF41,6,331,79
9,HGF82QQD,6,314,89
11,FSFC5,6,125,89
9,EEFGDQFW,6,346,81
11,FKFC5,6,124,65
9,PHF41H3,6,107,96
9,PPF41Q2G,6,GYM1,98
10,FLFC5,6,121,65
11,HTF41X,6,334A,90
9,MEF41HG,6,105,94
10,PPF41Q2G,6,GYM2,100
10,PPF41Q3G,6,GYM2,100
10,UEFG5H,6,B27,92
10,SPF41,6,231,83
11,FSFC5,6,125,86
12,PQF41Q2Y,6,251,100
12,PQF41Q3Y,6,251,100
11,HTF41X,6,334A,80
9,FJFC1,6,126,71
11,SPF41,6,231,86
12,PPF41Q2B,6,GYM3,95
10,HUF41H,6,221,93
9,HGF81QQD,6,324,80
10,MRF41,6,225,88
9,MEF82QGD,6,203,65
12,ULFC9TP,6,B39,91
9,FJFC1H,6,126,93
11,SPF41,6,238,80
11,PPF41Q2G,6,GYM2,91
11,PPF41Q3G,6,GYM2,100
9,FFFC1,6,111,55
9,FFFC1,6,111,72
10,HUF41,6,221,86
11,SPF41,6,231,83
10,UEFG5,6,B27,71
12,PPF41Q2B,6,GYM3,75
11,SPF41H,6,238,95
10,FMFC5H,6,215,98
12,PPF41Q2G,6,GYM2,97
11,MRF41H,6,225,92
10,SPF41H,6,238,90
11,EEFGDUQJ,6,348,88
10,SCF41,6,139,77
10,HUF41,6,211,65
9,HUF41,6,211,65
9,MEF82QGD,6,203,55
10,HUF41HT,6,323,95
12,PPF41Q2B,6,GYM3,100
9,FFFC1,6,111,75
10,HUF41QT,6,323,86
9,EEFG1QB,6,334B,82
9,MEF81QGD,6,103,76
9,FSFC5H,6,228,97
12,EEFGDUQX,6,347,72
12,EEFGDQG,6,246,73
9,PHF41Q2,6,107,89
9,PPF41Q3B,6,GYM3,95
12,PPF41Q2G,6,GYM2,100
10,FMFC5H,6,215,100
10,SEF41,6,113,71
11,ULFC9TP,6,B39,88
10,EEFG5QG,6,336,88
11,AUFC5UAT,6,232,73
10,HUF41,6,221,88
10,UEFG5,6,B27,89
9,MEF81QTD,6,103,70
10,HUF41QT,6,323,87
10,EEFG5,6,146,86
9,FSFC5,6,125,82
11,SEF41,6,113,45
9,SDF41,6,247,76
10,FKFC5,6,124,70
11,FKFC5,6,124,88
10,PHF41Q3,6,107,74
10,PPF41Q2B,6,GYM3,90
12,PPF41Q2G,6,GYM2,65
9,PPF41Q2G,6,GYM1,95
9,PPF41Q3G,6,GYM1,95
10,SCF41,6,139,75
10,SCF41QT,6,141,66
12,FKFC9H,6,124,94
9,PHF41H2,6,107,90
9,PPF41Q3B,6,GYM3,90
12,SBF41UQX,6,338,96
9,HUF41QG,6,323,55
9,HGF82QQD,6,314,87
9,HGF82QQD,6,321,75
10,PPF41Q2B,6,GYM3,100
10,PPF41Q3B,6,GYM3,90
9,MEF41,6,205,77
10,SCF41HT,6,141,93
12,PPF41Q2G,6,GYM2,100
9,SLF41H,6,331,91
11,SPF41H,6,231,91
12,EEFGDUQX,6,347,75
12,PPF41Q2G,6,GYM2,100
12,FSF41UQX,6,123,65
10,EEFG5QT,6,336,88
11,HFF41H,6,311,90
10,HUF41H,6,221,92
9,HGF82QQD,6,321,72
10,AUFC5UAT,6,232,97
12,SPF41H,6,238,100
11,EEFGDUQJ,6,348,88
11,HUF41,6,211,65
10,PPF41Q3G,6,GYM2,55
12,EEFGDUQV,6,204,89
10,EEFG5QG,6,336,85
10,SCF41QG,6,141,65
10,SCF41QT,6,141,80
12,FSF41UQX,6,123,75
10,FMFC5H,6,215,97
10,SPF41H,6,238,90
9,HGF81HQD,6,324,90
10,FMFC5H,6,215,100
10,HQFC1TH,6,326,91
10,EEFG5QT,6,336,79
11,FMFC5H,6,115,98
9,HUF41,6,221,88
10,UEFG5H,6,B27,90
9,MEF41,6,205,65
10,FMFC5H,6,115,93
9,FJFC1H,6,126,99
10,SCF41,6,138,84
11,SDF81UVT,6,332,98
11,SPF41,6,231,81
10,PPF41Q2G,6,GYM2,95
10,PPF41Q3G,6,GYM2,90
10,FMFC5H,6,115,100
12,ULFC9TP,6,B39,88
9,EEFGDQF,6,346,89
9,PPF41Q2G,6,GYM1,95
9,PPF41Q3G,6,GYM2,94
11,EEFG9UQX,6,249,88
10,FSFC9,6,116,72
10,FSFC9,6,116,55
10,EEFGDHF,6,346,91
11,PPF41Q2G,6,GYM2,91
11,PPF41Q3G,6,GYM2,91
10,FMFC5H,6,215,97
10,HUF41,6,211,66
11,SCF41QT,6,141,55
9,HGF81HQD,6,324,90
11,SEF41H,6,341,90
11,SHFC7TM,6,248,90
11,SDF81UVT,6,332,94
9,HGF81HGD,6,325,92
12,ULFC9TP,6,B39,85
10,SEF41H,6,341,93
10,EEFG5HG,6,336,90
9,MEF41,6,205,74
9,EEFG1QB,6,334B,66
9,FSFC1,6,114,75
9,EEFGDQFW,6,346,82
11,SHFC7TM,6,248,90
10,SHFC3TM,6,122,93
12,PPF41Q2G,6,GYM2,100
10,MEF41,6,205,83
11,EEFGDUQJ,6,348,82
9,HGF81QQD,6,316,65
12,PQF41Q2Y,6,251,100
12,PQF41Q3Y,6,251,100
10,EEFGDQF,6,346,87
9,SHFC3TM,6,122,97
10,FMFC5,6,115,89
9,EEFGDHF,6,346,90
10,HUF41,6,211,82
9,HGF81QTD,6,325,77
10,FMFC5H,6,215,94
9,HGF82QQD,6,314,75
11,HFF41,6,311,87
9,HGF82HWD,6,333,92
12,PPF41Q3B,6,GYM3,90
11,FMFC5H,6,215,99
10,PPF41Q3G,6,GYM2,97
10,EEFGDHF,6,346,90
10,SCF41,6,138,82
9,HGF81HQD,6,324,90
9,FJFC1H,6,126,95
9,FJFC1H,6,126,98
11,EEFGD,6,349,68
10,HUF41QG,6,323,88
10,SCF41HG,6,141,96
10,UEFG5,6,B27,86
11,PPF41Q2G,6,GYM2,85
11,PPF41Q3G,6,GYM2,95
10,MRF41H,6,225,99
9,HGF81QQD,6,316,75
9,PHF41Q2,6,107,69
9,PPF41Q3B,6,GYM3,65
10,SCF41,6,139,75
11,HQFC5TH,6,315,86
10,UEFG5H,6,B27,98
10,SPF41,6,231,83
9,HGF82QWD,6,333,70
10,SPF41,6,231,86
9,FMFC5,6,215,87
9,EEFGDQF,6,346,85
9,SLF41,6,331,65
9,SLF41,6,331,88
10,EEFGDQF,6,346,86
11,HTF41X,6,334A,94
12,FSF41UQX,6,123,90
10,EEFGDQT,6,246,65
10,PPF41Q3B,6,GYM3,90
9,PHF41H2,6,107,98
9,PPF41Q3B,6,GYM3,90
10,HQFC1TH,6,326,87
11,EEFGDQG,6,246,67
11,EEFG9UQX,6,249,91
11,PPF41Q3G,6,GYM2,99
9,MEF82QTD,6,203,65
10,HUF41,6,221,88
11,PPF41Q2G,6,GYM2,90
11,PPF41Q3G,6,GYM2,80
12,PPF41Q2G,6,GYM2,100
10,FMFC5H,6,215,91
10,SCF41,6,139,55
12,EEFGDUQV,6,204,65
11,PPF41Q2B,6,GYM3,80
11,PPF41Q3B,6,GYM3,70
9,FSFC1H,6,114,98
9,HGF82QGD,6,313,75
12,EEFGDUQV,6,204,55
11,FSFC5,6,125,72
10,HUF41HG,6,323,91
12,PQF41Q2Y,6,251,100
12,PQF41Q3Y,6,251,100
10,EEFG5HG,6,336,92
9,PPF41Q2G,6,GYM1,90
11,SDF41H,6,247,93
11,FMFC5H,6,115,99
9,HGF81QQD,6,324,80
9,HGF81QQD,6,316,80
11,EEFG9UQX,6,249,95
9,MEF82QTD,6,203,65
9,SLF85QG,6,229,45
12,EEFGDUQX,6,347,75
12,PPF41Q2B,6,GYM3,100
12,EEFGDUQX,6,347,90
9,SDF41H,6,247,97
10,SCF41HG,6,141,100
12,AQF41QQY,6,216B,100
10,SCF41HG,6,141,96
11,AUFC5UAT,6,232,91
10,HUF41HG,6,323,90
9,PPF41Q2B,6,GYM3,55
9,PPF41Q3B,6,GYM3,55
11,PPF41Q2G,6,GYM2,94
12,PPF41Q3B,6,GYM3,95
10,PPF41Q3B,6,GYM3,95
11,SEF41,6,113,77
11,EEFGDQT,6,246,87
10,PPF41Q2B,6,GYM3,75
10,PPF41Q3B,6,GYM3,85
10,SCF41HG,6,141,96
9,MEF81QGD,6,103,84
9,HGF81HQD,6,316,91
9,EEFG1QWB,6,350,82
11,HQFC5TH,6,315,73
11,EEFG9H,6,250,91
12,PPF41Q2B,6,GYM3,90
11,PPF41Q2B,6,GYM3,90
11,SBF41UQX,6,338,85
9,HGF82HQD,6,321,94
10,FMFC5H,6,115,95
10,SCF41,6,138,78
9,MEF41QT,6,105,70
12,PPF41Q2B,6,GYM3,90
10,SEF41,6,341,79
12,PPF41Q3B,6,GYM3,90
9,HGF81QQD,6,324,85
11,AUFC5UAT,6,232,93
10,FLFC5H,6,121,90
11,SCF41,6,139,55
9,PPF41Q3B,6,GYM3,90
9,EEFG1QWB,6,350,70
11,EEFG9,6,250,89
9,MEF82QGD,6,203,81
11,SHFC3TM,6,122,97
10,HUF41,6,221,77
11,SDF81UVT,6,332,87
11,SCF41,6,139,55
9,PHF41Q3,6,107,65
9,PPF41Q2G,6,GYM1,95
11,EEFG9,6,250,85
11,EEFGDQFW,6,346,72
10,EEFG5QT,6,336,85
11,HTF41X,6,334A,92
12,PPF41Q2B,6,GYM3,90
10,SCF41,6,138,86
10,HUF41H,6,221,90
12,PPF41Q2B,6,GYM3,85
11,AUFC5UAT,6,232,87
11,PPF41Q2G,6,GYM2,95
9,PHF41H3,6,107,96
9,PPF41Q2B,6,GYM3,90
10,FLFC5,6,121,86
11,EEFG9UQX,6,249,73
9,EEFG5,6,146,81
12,PPF41Q3B,6,GYM3,55
10,FMFC5,6,215,79
11,EEFGDQG,6,246,82
12,PPF41Q3B,6,GYM3,55
9,MEF41,6,205,65
9,PHF41H2,6,107,93
9,PPF41Q3B,6,GYM3,100
9,SLF41,6,331,68
12,MKF41QQY,6,319,100
9,HGF82QQD,6,321,74
9,MEF82QGD,6,203,71
10,SCF41H,6,139,95
9,EEFG5QW,6,330,78
12,SHFC7TM,6,248,80
11,SEF41,6,341,80
9,SLF85QT,6,229,71
9,HGF81QQD,6,316,88
10,MEF41QT,6,105,70
11,EEFGDUQJ,6,348,80
9,EEFG1QB,6,334B,88
12,FSF41UQX,6,123,65
9,SLF41,6,331,55
9,HGF81QQD,6,324,74
11,FSFC5,6,125,68
11,PPF41Q2G,6,GYM1,85
9,MEF41,6,205,55
9,HFF41HW,6,329B,95
11,FSFC5,6,125,74
12,EEFGDUQX,6,347,92
10,UEFG5,6,B27,80
9,HGF81QTD,6,325,75
9,MEF41QG,6,105,65
10,HFF41H,6,311,92
11,AUFC5UAT,6,232,73
9,MEF41QG,6,105,86
9,FFFC1,6,111,71
9,MEF82QGD,6,203,66
11,AUFC5UAT,6,232,88
12,SHFC7TM,6,248,85
11,EEFG9,6,250,79
9,MEF41H,6,205,96
11,HTF41X,6,334A,90
10,EEFGD,6,349,76
11,EEFGDUQV,6,204,99
11,FSF41UQX,6,123,90
9,HGF81QGD,6,325,55
10,HUF41,6,221,88
10,EEFG5H,6,146,90
10,SCF41H,6,138,94
11,HQFC5TH,6,315,65
11,SCF41QT,6,141,69
9,PHF41Q3,6,107,55
9,MEF41,6,205,72
11,HQFC5TH,6,315,71
9,EEFG5QT,6,336,79
11,SHFC7TM,6,248,80
10,SCF41QG,6,141,75
9,HGF82QTD,6,313,55
12,PPF41Q2B,6,GYM3,65
9,MEF81QTD,6,103,55
10,HGF82QQD,6,314,45
11,SHFC7TM,6,248,75
9,EEFGDQFW,6,346,85
9,HGF81QQD,6,316,87
12,PPF41Q3G,6,GYM2,85
9,FSF41UQX,6,123,55
12,PPF41Q2G,6,GYM1,95
11,HFF41HW,6,329B,90
9,FSFC5,6,228,75
12,PPF41Q2G,6,GYM2,75
11,EEFGDQG,6,246,77
11,FSFC9,6,116,65
12,ULFC9TP,6,B39,82
9,MEF82QGD,6,203,65
12,PPF41Q2B,6,GYM3,90
9,MEF82QGD,6,203,55
10,FKFC9,6,124,65
11,FSF41UQX,6,123,98
9,PHF41Q3,6,107,65
9,PPF41Q2B,6,GYM3,90
10,FMFC5,6,115,86
11,HQFC5TH,6,315,76
9,EEFG9,6,250,68
12,PPF41Q2G,6,GYM1,95
10,FSFC9H,6,116,96
9,EEFG5QW,6,330,88
9,EEFG1QB,6,334B,74
12,FSFC9,6,116,65
9,PPF41Q2B,6,GYM3,65
9,HGF82HGD,6,313,90
10,SCF41,6,138,76
11,EEFGDUQJ,6,348,80
10,SCF41,6,139,55
12,HTF41X,6,334A,90
11,UEFG5,6,B27,85
10,HUF41H,6,211,91
10,EEFG5H,6,146,90
9,SEF41,6,113,55
9,PHF41Q2,6,107,65
9,PPF41Q3G,6,GYM1,95
9,SLF85QG,6,229,77
9,MEF82QTD,6,203,66
12,HQFC5TH,6,315,78
11,SEF41H,6,113,93
10,HUF41QG,6,323,86
9,FSFC5H,6,125,92
11,EEFGDUQJ,6,348,83
12,ULFC9TP,6,B39,90
9,SLF41H,6,331,91
10,FKFC5,6,124,84
12,PPF41Q2G,6,GYM2,85
9,HGF82QQD,6,321,80
11,PPF41Q3G,6,GYM2,90
11,EEFG9UQX,6,249,93
9,SLF85QT,6,229,72
11,EEFGDQG,6,246,88
9,MEF81QGD,6,103,45
10,EEFG5QT,6,336,79
11,EEFGDUQV,6,204,91
11,PPF41Q2G,6,GYM1,85
11,PPF41Q3G,6,GYM1,85
11,SEF41H,6,341,95
11,EEFGDUQV,6,204,45
9,MEF41QT,6,105,70
12,PPF41Q2B,6,GYM3,100
9,PPF41Q3G,6,GYM1,95
9,FFFC1,6,111,72
9,HFF41H,6,311,92
10,PPF41Q2G,6,GYM1,95
10,PPF41Q3G,6,GYM2,100
9,EEFG1QB,6,334B,73
12,PPF41Q3B,6,GYM3,90
11,EEFGDUQJ,6,348,90
11,FKFC5,6,124,55
9,FSFC5H,6,228,95
10,SCF41,6,139,55
9,MEF82QTD,6,203,70
10,EEFG5,6,223,89
11,EEFGDUQJ,6,348,76
12,FSF41UQX,6,123,88
11,SCF41QT,6,141,68
10,SCF41,6,138,85
10,SPF41H,6,238,95
11,SDF81UVT,6,332,92
9,FFFC1,6,111,79
11,SPF41,6,231,80
11,EEFGDQG,6,246,77
9,SLF85QG,6,229,45
9,FSFC1,6,114,66
10,HQFC1TH,6,326,92
10,HUF41H,6,211,91
9,FSFC1,6,114,78
9,EEFGDQFW,6,346,68
11,EEFGD,6,349,89
9,FSFC1,6,114,82
9,SDF41H,6,247,96
10,FSFC1H,6,114,95
12,SHFC7TM,6,248,75
10,FMFC5H,6,115,90
11,SDF81UVT,6,332,93
11,EEFGD,6,349,65
10,HFF41,6,311,77
9,HGF82QGD,6,313,65
9,HGF81QQD,6,316,83
11,AUFC5UAT,6,232,90
10,SHFC3TM,6,122,98
9,PPF41Q2G,6,GYM1,95
9,PPF41Q3G,6,GYM2,88
11,SDF81UVT,6,332,94
12,SQF41QQY,6,233,100
11,EEFG9UQX,6,249,97
11,SDF81UVT,6,332,99
9,MEF41,6,205,73
9,FJFC1,6,126,84
10,SCF41H,6,139,92
9,FJFC1H,6,126,95
9,SLF85QG,6,229,72
10,EEFGDQF,6,346,85
12,PPF41Q2G,6,GYM1,95
9,HGF81QQD,6,324,85
9,MEF41,6,205,67
12,EEFGDUQV,6,204,78
10,HUF41QT,6,323,55
9,HGF81QQD,6,316,67
9,MEF41QG,6,105,55
9,PHF41H2,6,107,94
9,PPF41Q3G,6,GYM2,99
9,PHF41H2,6,107,93
9,PPF41Q3G,6,GYM1,95
9,FSFC5H,6,228,90
11,EEFG9,6,250,87
9,SEF41,6,341,80
9,HGF81QQD,6,316,85
11,PPF41Q2G,6,GYM2,91
9,HGF81QGD,6,325,80
11,PPF41Q2B,6,GYM3,65
9,PPF41Q3G,6,GYM2,80
10,HUF41,6,211,80
9,MEF41QG,6,105,55
10,UEFG5,6,B27,88
10,SCF41,6,138,89
10,PPF41Q3G,6,GYM2,100
9,HGF82QQD,6,321,65
10,FKFC5H,6,124,90
9,HGF82HQD,6,314,90
11,SPF41,6,238,80
11,EEFG9H,6,250,91
11,SHFC7TM,6,248,85
9,FMFC5,6,215,55
9,FFFC1,6,111,69
9,PPF41Q3G,6,GYM2,100
12,ULFC9TP,6,B39,90
12,ULFC9TP,6,B39,88
11,FSFC5,6,125,87
9,HGF82QTD,6,313,70
10,FMFC5H,6,215,97
10,EEFGDUQV,6,204,77
11,SCF41,6,139,65
9,HGF81QQD,6,324,70
10,SCF41H,6,138,100
11,EEFGD,6,349,85
9,MEF82QGD,6,203,86
9,PHF41Q2,6,107,89
9,PPF41Q3B,6,GYM3,100
10,UEFG5,6,B27,75
9,MEF41QG,6,105,80
10,FLFC5H,6,121,90
12,SHFC7TM,6,248,72
9,SEF41,6,113,55
11,PPF41Q2B,6,GYM3,100
11,PPF41Q3B,6,GYM3,90
9,PHF41Q2,6,107,88
9,PPF41Q3G,6,GYM1,95
11,EEFG9H,6,250,91
10,FSFC1,6,114,82
12,PPF41Q2B,6,GYM3,55
11,SEF41,6,113,74
11,EEFGD,6,349,82
9,SLF85QT,6,229,70
9,MEF81QGD,6,103,80
12,MRF41,6,225,75
10,HFF41,6,311,67
12,SHFC7TM,6,248,65
11,HFF41H,6,311,94
11,FSF41UQX,6,123,92
9,HGF82QQD,6,321,75
9,EEFG1QB,6,334B,69
11,HTF41X,6,334A,90
10,SCF41,6,138,79
10,EEFG5QW,6,330,86
9,PHF41H3,6,107,98
9,PPF41Q2G,6,GYM1,95
10,SPF41H,6,238,100
10,SHFC3TM,6,122,100
11,FKFC5H,6,124,96
12,EEFGDUQX,6,347,88
12,FKFC9H,6,124,91
9,EEFG1QB,6,334B,45
12,EEFGDUQV,6,204,98
9,PPF41Q2G,6,GYM2,45
11,PPF41Q2G,6,GYM1,85
10,SEF41,6,341,89
10,SEF41,6,113,74
11,SDF81UVT,6,332,96
10,SCF41,6,139,69
11,SPF41,6,231,80
10,FMFC5,6,115,80
10,EEFG5,6,146,83
10,UEFG5H,6,B27,92
9,FFFC1,6,111,72
9,EEFG5,6,146,55
10,EEFGDUQJ,6,348,55
11,SPF41H,6,238,95
11,EEFG9H,6,250,90
9,HFF41HW,6,329B,96
9,HGF81QQD,6,316,69
10,HUF41,6,221,85
11,SHFC7TM,6,248,70
9,MEF41QG,6,105,81
12,EEFGDUQX,6,347,88
9,MEF41H,6,205,93
10,EEFGD,6,349,80
9,SLF41,6,331,65
9,EEFGDQF,6,346,82
9,MEF81QTD,6,103,76
12,PPF41Q2G,6,GYM2,55
10,HQFC1TH,6,326,87
10,EEFG5,6,223,88
12,PQF41Q2Y,6,251,100
11,SPF41,6,231,77
11,SHFC3TM,6,122,92
9,HGF82QTD,6,313,55
11,FSF41UQX,6,123,80
10,FSFC1,6,114,82
11,HQFC1TH,6,326,70
12,FJFC1,6,126,80
9,MEF41H,6,205,90
9,HGF82HWD,6,333,90
10,HFF41H,6,311,90
10,EEFG5QG,6,336,85
11,SHFC7TM,6,248,80
10,FSFC1H,6,114,95
9,HFF41QW,6,329B,65
9,HGF82QGD,6,313,75
12,PPF41Q2G,6,GYM2,85
11,HQFC5TH,6,315,78
9,EEFG5,6,223,45
9,EEFG5QT,6,336,69
9,SEF41,6,341,88
9,HGF81QQD,6,324,65
11,EEFGDUQJ,6,348,80
10,SCF41QG,6,141,68
9,HUF41QG,6,323,55
12,HFF41H,6,311,94
10,SCF41,6,138,65
11,SEF41,6,113,88
11,SEF41,6,341,89
10,SCF41,6,138,76
12,PPF41Q2B,6,GYM3,100
10,FLFC5H,6,121,96
9,SDF41H,6,247,94
10,HTF41X,6,334A,85
9,HGF82QQD,6,314,86
10,EEFG5QG,6,336,85
10,FSFC9,6,116,55
11,SHFC7TM,6,248,80
9,HGF82QTD,6,313,55
11,SPF41H,6,238,90
9,HUF41,6,211,68
11,SHFC7TM,6,248,80
9,SEF41H,6,341,92
11,EEFG9UQX,6,249,91
10,EEFG5HG,6,336,93
9,HGF81QQD,6,316,89
9,UEFG5,6,B27,77
9,HGF82QQD,6,314,74
12,PPF41Q2G,6,GYM2,78
10,EEFGDQG,6,246,72
9,SEF41,6,113,65
9,PHF41H2,6,107,93
9,PPF41Q3B,6,GYM3,80
10,PPF41Q2B,6,GYM3,90
10,PPF41Q3B,6,GYM3,70
9,MEF41HG,6,105,95
9,HGF82QQD,6,314,78
9,MEF82QTD,6,203,65
11,SPF41H,6,231,91
12,PPF41Q2G,6,GYM2,94
10,SHFC3TM,6,122,96
10,EEFG5H,6,223,91
9,PHF41H3,6,107,93
9,PPF41Q2B,6,GYM3,100
9,HGF82HQD,6,314,90
9,PHF41H3,6,107,91
9,PPF41Q2G,6,GYM2,91
11,FSFC5,6,228,85
9,HGF81QQD,6,324,80
10,SCF41,6,139,55
11,PPF41Q2G,6,GYM2,97
11,PPF41Q3G,6,GYM1,90
10,HGF81QGD,6,325,88
11,FSFC5,6,228,75
10,FMFC5H,6,115,93
10,SHFC3TM,6,122,92
11,HTF41X,6,334A,91
10,HUF41QG,6,323,45
10,FMFC5H,6,215,92
9,HGF82HGD,6,313,94
11,EEFG9,6,250,84
10,SCF41,6,139,82
9,FJFC1H,6,126,98
10,EEFG5,6,223,85
11,HTF41X,6,334A,90
11,EEFG9H,6,250,91
9,SDF41H,6,247,94
9,PPF41Q3G,6,GYM2,91
10,EEFG5H,6,146,96
10,EEFGD,6,349,80
ST,HGF81HGD,6,325,93
11,EEFG9,6,250,81
10,EEFG5,6,146,85
9,SLF41H,6,331,90
12,ULFC9TP,6,B39,88
10,PPF41Q3G,6,GYM1,95
11,HQFC5TH,6,315,80
11,EEFGD,6,349,86
12,PPF41Q2B,6,GYM3,90
9,EEFG5HW,6,330,90
11,HTF41X,6,334A,92
10,EEFG5H,6,146,90
9,HGF81QQD,6,316,80
