Grade,Course,Period,Room,Mark1
9,PPF41Q3G,6,GYM2,93
9,SLF41H,6,331,95
9,EEFG1QB,6,334B,81
11,SDF81UVT,6,332,77
11,FSFC9,6,116,65
11,AUFC5UAT,6,232,99
11,SBF41UQX,6,338,90
11,EEFG9UQX,6,249,88
10,HQFC1TH,6,326,85
9,FFFC1,6,111,73
10,FLFC5,6,121,84
11,PPF41Q3B,6,GYM3,90
10,EEFG9UQX,6,249,93
9,MEF41QG,6,105,55
9,EEFG1QB,6,334B,65
9,FSFC1,6,114,79
12,SBF41UQX,6,338,82
9,FFFC1H,6,111,93
11,FSFC5,6,228,75
9,PPF41Q3G,6,GYM2,55
10,PPF41Q3G,6,GYM2,85
12,SHFC7TM,6,248,85
11,SPF41,6,231,77
11,SDF81UVT,6,332,90
9,HGF82QTD,6,313,71
9,MEF81QGD,6,103,65
10,HQFC1TH,6,326,94
11,EEFGD,6,349,75
12,PPF41Q2B,6,GYM3,80
9,MEF81QGD,6,103,55
11,SDF81UVT,6,332,90
9,MEF41QT,6,105,65
10,SCF41QG,6,141,65
12,PPF41Q2G,6,GYM2,84
10,FSFC9,6,116,88
11,HTF41X,6,334A,92
9,HGF81QQD,6,324,71
10,EEFG5QG,6,336,85
11,UEFG5H,6,B27,90
10,HUF41QG,6,323,86
10,UEFG5,6,B27,77
10,EEFG5H,6,223,92
11,AUFC5UAT,6,232,85
9,FJFC1H,6,126,98
10,HQFC1TH,6,326,80
10,HQFC1TH,6,326,88
11,HQFC5TH,6,315,82
10,UEFG5,6,B27,84
10,SEF41,6,113,78
11,SDF81UVT,6,332,90
9,FJFC1,6,126,65
9,MEF81QGD,6,103,71
11,FSF41UQX,6,123,100
11,EEFG9,6,250,69
9,FFFC1,6,111,89
11,FKFC5H,6,124,94
9,HGF82QGD,6,313,65
11,PPF41Q2B,6,GYM3,90
11,PPF41Q3B,6,GYM3,100
9,FSFC1H,6,114,91
11,SPF41,6,231,82
11,EEFG9UQX,6,249,91
9,MEF41QG,6,105,74
11,EEFGD,6,349,80
10,HUF41H,6,221,94
9,SLF85QG,6,229,70
10,FMFC5,6,115,85
10,MEF41,6,205,87
10,PPF41Q2G,6,GYM2,94
10,PPF41Q3G,6,GYM1,90
11,HQFC1TH,6,326,88
9,HGF81QQD,6,316,83
9,HQFC1TH,6,326,87
12,ULFC9TP,6,B39,87
9,EEFGDHF,6,346,90
11,EEFG9H,6,250,94
9,MEF81QGD,6,103,74
11,PPF41Q3G,6,GYM1,90
10,HUF41H,6,221,97
9,SDF41,6,247,88
9,FSFC5H,6,228,92
12,SBF41UQX,6,338,93
12,PPF41Q2B,6,GYM3,90
12,EEFGDUQJ,6,348,72
11,SPF41,6,231,85
9,MEF81QTD,6,103,65
10,SPF41H,6,238,90
9,SDF41,6,247,88
10,PPF41Q2G,6,GYM2,100
10,PPF41Q3G,6,GYM2,100
10,EEFGDQT,6,246,78
11,SHFC7TM,6,248,65
9,EEFG5,6,146,73
9,EEFG5,6,146,55
9,SLF85QG,6,229,74
11,HQFC5TH,6,315,80
9,HGF82QQD,6,321,78
11,EEFGD,6,349,70
9,HGF82QQD,6,314,80
10,FMFC5H,6,215,94
11,SEF41,6,113,78
9,SLF85QT,6,229,71
9,FSFC1,6,114,73
9,HGF81QQD,6,316,71
9,HGF81QQD,6,324,65
9,EEFG1QB,6,334B,55
9,HGF82QQD,6,314,76
10,UEFG5,6,B27,83
12,PPF41Q2B,6,GYM3,90
12,SBF41UQX,6,338,86
9,FJFC1H,6,126,93
10,PPF41Q2G,6,GYM2,97
10,PPF41Q3G,6,GYM1,90
11,HUF41,6,221,76
10,EEFG5H,6,223,91
11,EEFGDQT,6,246,73
9,EEFG1QWB,6,350,65
10,FJFC1,6,126,75
10,SPF41,6,231,84
9,FSFC5,6,228,85
9,FJFC1,6,126,65
10,MRF41,6,225,89
11,SBF41UQX,6,338,87
9,SHFC3TM,6,122,85
11,EEFG9H,6,250,92
10,EEFG5HG,6,336,90
10,EEFGD,6,349,76
11,SEF41,6,113,70
12,PPF41Q2G,6,GYM2,100
9,FFFC1,6,111,76
11,FSFC5,6,125,80
12,PPF41Q2G,6,GYM2,70
12,FQF41QQY,6,216B,85
10,HUF41HG,6,323,91
11,SEF41,6,113,70
9,FJFC1,6,126,69
10,HUF41,6,221,88
10,EEFG9UQX,6,249,82
9,FSF41UQX,6,123,100
10,UEFG5H,6,B27,91
9,EEFG1QB,6,334B,76
9,FFFC1H,6,111,94
10,SEF41,6,341,70
11,SHFC3TM,6,122,90
12,SBF41UQX,6,338,90
12,PPF41Q2B,6,GYM3,95
11,EEFGDQT,6,246,87
11,MRF41,6,225,55
9,SCF41,6,138,74
9,EEFG1QB,6,334B,85
9,HGF81QQD,6,316,79
12,PPF41Q3G,6,GYM2,82
9,HUF41QT,6,323,65
10,UEFG5H,6,B27,90
12,PPF41Q2G,6,GYM2,75
9,HGF82QQD,6,314,88
9,HUF41,6,221,70
9,HGF82QGD,6,313,70
10,UEFG5,6,B27,87
9,FFFC1,6,111,65
9,SDF41H,6,247,94
12,PPF41Q2B,6,GYM3,85
9,MEF81HGD,6,103,90
10,EEFG5QW,6,330,80
11,SBF41UQX,6,338,82
9,SLF85QG,6,229,65
9,MEF41QG,6,105,66
9,FJFC1,6,126,67
11,EEFGDUQV,6,204,99
9,MEF41QT,6,105,65
10,PPF41Q3B,6,GYM3,75
9,MEF41QG,6,105,69
12,SBF41UQX,6,338,98
11,SDF81UVT,6,332,77
10,FSFC1H,6,114,94
12,EEFGDUQV,6,204,100
10,SEF41,6,113,55
9,SLF41,6,331,65
12,PPF41Q2B,6,GYM3,100
10,SEF41,6,113,73
12,EEFGDUQX,6,347,68
9,EEFG1QWB,6,350,67
11,EEFGDUQV,6,204,95
10,SCF41,6,138,73
9,SLF85QT,6,229,70
9,HGF82QQD,6,321,80
12,ULFC9TP,6,B39,84
11,FSFC5,6,228,55
9,HUF41,6,211,71
10,SHFC7TM,6,248,65
11,PPF41Q2B,6,GYM3,75
11,PPF41Q3B,6,GYM3,65
9,HFF41HW,6,329B,92
9,SHFC3TM,6,122,97
12,FQF41QQY,6,216B,100
9,MEF41,6,205,71
9,FSFC5,6,228,70
9,FSFC1,6,114,76
12,PPF41Q2B,6,GYM3,90
9,UEFG5,6,B27,45
10,SEF41,6,113,73
10,PPF41Q2G,6,GYM2,90
10,PPF41Q3G,6,GYM1,75
10,HUF41QT,6,323,75
11,EEFGDUQJ,6,348,55
9,MEF81QGD,6,103,77
11,EEFGDUQJ,6,348,75
11,SHFC3TM,6,122,100
12,HQF41QQY,6,317,90
9,MEF81QGD,6,103,55
10,FSF41UQX,6,123,99
10,FLFC5,6,121,65
9,HGF81QQD,6,324,85
11,HTF41X,6,334A,84
12,EEFGDUQJ,6,348,75
10,UEFG5,6,B27,72
9,HGF82QQD,6,321,84
9,HUF41,6,221,73
9,SLF85QG,6,229,74
11,EEFG9,6,250,81
9,HUF41,6,211,65
9,MEF41QT,6,105,73
10,FSFC9,6,116,65
10,HUF41,6,211,45
9,SLF85QT,6,229,55
11,PPF41Q2B,6,GYM3,75
11,PPF41Q3B,6,GYM3,75
9,EEFG5QT,6,336,71
9,SDF41,6,247,87
9,EEFG1QWB,6,350,82
10,HGF81QTD,6,325,65
10,SHFC3TM,6,122,65
11,SDF81UVT,6,332,94
10,EEFGDQG,6,246,77
12,EEFGDUQJ,6,348,90
9,EEFG1QWB,6,350,80
12,PPF41Q2B,6,GYM3,90
10,EEFG5QG,6,336,80
11,HTF41X,6,334A,93
9,HGF82QQD,6,314,89
9,PPF41Q2B,6,GYM3,95
9,PPF41Q3B,6,GYM3,90
12,SBF41UQX,6,338,96
9,MEF41,6,205,55
11,AUFC5UAT,6,232,89
9,SHFC7TM,6,248,65
9,SLF85QG,6,229,81
12,EEFGDUQX,6,347,85
10,SCF41,6,139,55
11,EEFG9UQX,6,249,95
10,MRF41,6,225,88
12,PPF41Q2B,6,GYM3,65
10,HUF41,6,211,86
11,MRF41,6,225,71
9,HGF82QQD,6,321,87
11,AUFC5UAT,6,232,80
11,SEF41,6,341,83
9,MEF41H,6,205,92
9,MEF41QG,6,105,69
9,HGF81QTD,6,325,80
12,PPF41Q3B,6,GYM3,90
10,HUF41,6,221,89
11,HQFC5TH,6,315,73
10,FSFC9,6,116,65
10,EEFG5H,6,146,90
9,HGF82QQD,6,321,89
10,EEFG5,6,223,86
10,SHFC3TM,6,122,85
11,EEFGDUQV,6,204,85
12,ULFC9TP,6,B39,85
11,HQFC5TH,6,315,78
10,HQFC1TH,6,326,90
12,PPF41Q2B,6,GYM3,90
9,HGF82QWD,6,333,80
12,PPF41Q2B,6,GYM3,90
10,SCF41H,6,138,98
9,EEFG1QB,6,334B,80
9,HGF82QWD,6,333,55
12,AUFC5UAT,6,232,73
10,FMFC5H,6,115,97
10,FLFC5H,6,121,96
10,HUF41,6,221,89
9,HGF81QQD,6,316,89
9,PHF41H2,6,107,91
9,PPF41Q3G,6,GYM2,97
11,PPF41Q3G,6,GYM2,90
11,PPF41Q2B,6,GYM3,90
11,PPF41Q3B,6,GYM3,90
11,EEFG9,6,250,87
11,SQF41QQY,6,233,65
12,EEFGDUQV,6,204,66
11,FMFC5H,6,115,98
12,PPF41Q3B,6,GYM3,90
10,PPF41Q3G,6,GYM2,100
10,PPF41Q2G,6,GYM2,100
10,PPF41Q3G,6,GYM1,90
9,HGF82QWD,6,333,65
9,PHF41H3,6,107,95
9,PPF41Q2B,6,GYM3,90
10,FMFC5H,6,115,100
10,HFF41,6,311,71
12,SPF41H,6,238,95
10,FMFC5H,6,115,98
9,HGF81QQD,6,324,82
10,HUF41,6,211,80
11,PPF41Q2B,6,GYM3,90
11,PPF41Q3B,6,GYM3,100
12,PPF41Q2G,6,GYM2,100
9,PHF41H2,6,107,93
9,PPF41Q3G,6,GYM1,95
12,PPF41Q2G,6,GYM2,100
11,AUFC5UAT,6,232,95
10,EEFGDQF,6,346,83
10,FSFC9,6,116,68
9,PPF41Q3G,6,GYM2,95
12,ULFC9TP,6,B39,86
10,EEFG5HG,6,336,93
11,EEFGDHG,6,246,91
9,SDF41,6,247,84
9,SLF41,6,331,83
10,FSFC9,6,116,70
9,HGF81HQD,6,324,95
10,FMFC5H,6,115,92
11,AUFC5UAT,6,232,91
9,HGF82HQD,6,314,92
10,PPF41Q3G,6,GYM2,100
9,EEFGDQF,6,346,78
9,EEFGDQF,6,346,86
9,EEFGDQF,6,346,89
11,SHFC7TM,6,248,90
9,SLF41H,6,331,97
9,SLF41H,6,331,91
12,EEFGDUQX,6,347,76
11,SPF41,6,231,88
9,SDF41,6,247,81
11,SDF81UVT,6,332,99
9,SLF41H,6,331,95
12,PPF41Q2G,6,GYM2,95
9,EEFG1QB,6,334B,80
11,SPF41,6,231,83
11,HQFC5TH,6,315,85
9,SLF41,6,331,89
10,PPF41Q3G,6,GYM2,100
11,EEFG9UQX,6,249,93
10,EEFG5H,6,223,95
11,HQFC5TH,6,315,87
12,SQF41QQY,6,233,100
10,SEF41H,6,341,90
11,SPF41,6,231,85
12,EEFGDHG,6,246,90
10,EEFG5,6,146,87
9,FSFC5,6,228,85
9,HGF82QGD,6,313,83
9,SDF41,6,247,89
9,SHFC3TM,6,122,91
10,SEF41H,6,341,90
9,MEF41HG,6,105,96
12,EEFGDUQV,6,204,70
11,SPF41,6,231,81
9,HGF82QGD,6,313,65
9,EEFG1QB,6,334B,76
9,EEFGDQF,6,346,84
10,EEFG5,6,223,87
9,PPF41Q3G,6,GYM2,95
9,HGF81QQD,6,316,82
10,HUF41QG,6,323,83
11,FKFC5,6,124,87
9,HGF81QQD,6,316,83
12,EEFGDUQV,6,204,90
12,EEFGDUQX,6,347,90
12,PPF41Q2G,6,GYM1,98
9,HGF82QQD,6,321,84
10,UEFG5,6,B27,78
11,SBF41UQX,6,338,90
12,PPF41Q3G,6,GYM2,100
12,SQF41QQY,6,233,100
12,EEFGDUQX,6,347,80
11,SDF81UVT,6,332,96
10,SPF41,6,231,89
10,SEF41H,6,341,94
10,FSFC9,6,116,65
10,HQFC1TH,6,326,90
12,FQF41QQY,6,216B,100
12,EEFGDUQX,6,347,83
12,ULFC9TP,6,B39,86
10,FSFC1,6,114,71
10,SCF41QT,6,141,65
9,PHF41Q2,6,107,70
9,PPF41Q3G,6,GYM1,85
10,EEFG5,6,223,86
9,EEFG5QW,6,330,84
10,EEFG5,6,223,88
9,HGF81QTD,6,325,65
9,HGF82HGD,6,313,92
9,FFFC1,6,111,69
10,EEFG5H,6,223,94
12,EEFGDUQX,6,347,80
10,EEFG9UQX,6,249,45
12,PPF41Q2G,6,GYM1,85
9,HGF81QQD,6,324,55
12,PPF41Q2G,6,GYM2,94
12,ULFC9TP,6,B39,85
9,HGF82QGD,6,313,66
9,HFF41HW,6,329B,94
11,EEFG9H,6,250,91
9,SLF85QG,6,229,76
11,EEFGDHG,6,246,90
12,SHFC7TM,6,248,80
10,MRF41,6,225,85
9,MEF81QTD,6,103,55
12,FSF41UQX,6,123,90
12,SBF41UQX,6,338,74
10,FSFC9,6,116,82
10,HFF41H,6,311,90
11,FSF41UQX,6,123,90
10,EEFG5H,6,223,95
9,MEF82QTD,6,203,67
11,HTF41X,6,334A,91
11,SEF41,6,341,82
9,EEFG5,6,146,45
10,PPF41Q2G,6,GYM2,93
10,PPF41Q3G,6,GYM1,85
10,UEFG5,6,B27,86
9,HGF82QGD,6,313,65
9,FFFC1,6,111,78
10,HUF41QG,6,323,85
10,HGF81QGD,6,325,85
12,HQF41QQY,6,317,99
9,SCF41QT,6,141,65
10,FLFC5H,6,121,100
9,HGF82QGD,6,313,73
11,EEFGDQT,6,246,88
11,FSFC5,6,125,85
10,HUF41HG,6,323,90
11,FSFC5,6,125,65
10,FSFC9,6,116,75
10,PPF41Q2G,6,GYM2,90
10,PPF41Q3G,6,GYM2,90
9,EEFG5QW,6,330,82
9,HGF82QQD,6,321,78
12,AQF41QQY,6,216B,100
11,SPF41,6,238,78
11,EEFGDHG,6,246,90
9,HGF82QQD,6,321,81
12,HFF41,6,311,90
10,FSFC5,6,228,75
9,HGF81QTD,6,325,71
11,EEFGD,6,349,86
10,SHFC3TM,6,122,93
10,FSFC9,6,116,65
11,EEFGDUQV,6,204,77
11,EEFG9UQX,6,249,93
9,EEFG1QB,6,334B,80
11,HTF41X,6,334A,95
12,SBF41UQX,6,338,89
10,FLFC5,6,121,88
12,PPF41Q2B,6,GYM3,95
12,PPF41Q2B,6,GYM3,100
10,HQFC1TH,6,326,89
12,SBF41UQX,6,338,92
11,EEFGDQG,6,246,65
10,HFF41,6,311,83
11,SPF41,6,238,85
9,HGF82QWD,6,333,55
10,SHFC7TM,6,248,65
11,SBF41UQX,6,338,90
9,HGF81HQD,6,324,95
12,PPF41Q2G,6,GYM1,95
10,FSFC1H,6,114,99
10,SCF41,6,138,83
10,SEF41,6,341,85
9,SLF85QT,6,229,73
9,MEF81QTD,6,103,73
9,FSFC1,6,114,79
10,PHF41Q2,6,107,76
10,PPF41Q3B,6,GYM3,85
10,EEFG5,6,146,85
11,EEFG9UQX,6,249,84
10,PPF41Q3B,6,GYM3,100
12,PQF41Q2Y,6,251,100
12,PQF41Q3Y,6,251,100
9,HGF82QTD,6,313,65
9,SDF41,6,247,85
10,HFF41HW,6,329B,100
10,EEFG5QT,6,336,87
10,FLFC5,6,121,80
9,EEFG1QWB,6,350,82
9,FFFC1,6,111,74
12,ULFC9TP,6,B39,82
9,MEF82QTD,6,203,67
9,SLF41H,6,331,90
11,PPF41Q2G,6,GYM2,100
11,PPF41Q3G,6,GYM2,100
11,PPF41Q2G,6,GYM2,70
11,PPF41Q3G,6,GYM2,68
11,HFF41,6,311,85
11,AUFC5UAT,6,232,87
9,FSFC1,6,114,68
9,EEFG1QB,6,334B,65
10,HUF41,6,211,65
9,HFF41HW,6,329B,100
9,MEF82QTD,6,203,45
9,MEF41QG,6,105,65
11,EEFG9UQX,6,249,91
10,EEFG5H,6,223,96
10,HFF41,6,311,81
10,EEFG5HG,6,336,90
10,SPF41H,6,238,90
10,PPF41Q2G,6,GYM1,98
10,PPF41Q3G,6,GYM2,87
11,EEFG9UQX,6,249,99
9,SLF41H,6,331,97
11,EEFGDQF,6,346,74
9,SLF41H,6,331,95
9,HUF41,6,221,87
11,PPF41Q2G,6,GYM1,95
11,PPF41Q3G,6,GYM2,97
9,MEF82QTD,6,203,55
9,HGF81QQD,6,316,65
9,MEF41QT,6,105,55
9,MEF41,6,205,74
9,FMFC5H,6,215,98
10,MRF41,6,225,55
9,PHF41H2,6,107,93
9,PPF41Q3B,6,GYM3,90
10,MRF41H,6,225,98
9,PHF41Q2,6,107,86
9,PPF41Q3G,6,GYM2,100
9,MEF82QGD,6,203,73
9,HGF82QGD,6,313,86
9,MEF41QG,6,105,67
9,FLFC5,6,121,89
11,SPF41,6,231,89
10,FSFC5,6,228,55
10,SPF41,6,238,79
9,FSFC5,6,228,80
11,EEFG9UQX,6,249,86
12,EEFGDUQJ,6,348,84
9,HGF82QQD,6,314,82
12,SHFC7TM,6,248,75
9,SDF41,6,247,85
11,FFFC1,6,111,80
10,HUF41H,6,211,91
9,SLF85QG,6,229,45
12,EEFGDUQV,6,204,96
10,UEFG5,6,B27,83
9,HGF82HQD,6,314,94
10,HUF41QG,6,323,85
9,FSFC5,6,125,75
9,FSFC1,6,114,88
12,ULFC9TP,6,B39,84
11,SDF81UVT,6,332,92
9,SDF41,6,247,89
9,HGF82QTD,6,313,55
11,HTF41X,6,334A,95
9,MEF41,6,205,55
11,EEFG9,6,250,82
9,SLF85QT,6,229,78
12,EEFGDUQX,6,347,82
10,SPF41,6,231,72
11,SEF41,6,113,65
12,PPF41Q2B,6,GYM3,70
11,SPF41,6,231,76
9,HGF82QQD,6,314,75
9,MEF81QGD,6,103,87
10,HFF41,6,311,86
9,HGF81QQD,6,324,88
10,FMFC5,6,115,78
9,SLF85QG,6,229,45
9,SLF85QG,6,229,82
10,PPF41Q3B,6,GYM3,90
11,EEFGDQT,6,246,86
9,SLF41,6,331,68
9,SLF85QG,6,229,80
9,FSFC5,6,125,86
9,HGF81QTD,6,325,71
10,FMFC5,6,215,89
11,HTF41X,6,334A,95
11,SHFC7TM,6,248,75
9,SLF41,6,331,65
9,MEF41,6,205,65
10,PPF41Q3B,6,GYM3,80
9,PHF41H3,6,107,94
9,PPF41Q2G,6,GYM2,100
9,PHF41H3,6,107,94
9,PHF41H3,6,107,92
9,FFFC1,6,111,67
10,HUF41,6,221,86
10,PPF41Q2B,6,GYM3,90
10,PPF41Q3B,6,GYM3,90
12,EQF41QQY,6,328A,100
10,HFF41,6,311,78
12,PPF41Q2G,6,GYM1,95
11,EEFG9UQX,6,249,95
9,PHF41Q3,6,107,65
9,PPF41Q2B,6,GYM3,90
9,HGF82QGD,6,313,83
9,EEFG1QWB,6,350,80
9,FSFC5,6,125,77
11,PPF41Q3G,6,GYM2,70
10,FSFC5,6,125,68
9,HGF82QQD,6,314,87
10,HQFC1TH,6,326,85
10,EEFG5,6,223,85
9,HGF81HQD,6,316,93
10,HQFC1TH,6,326,80
9,PHF41H3,6,107,94
9,PPF41Q2G,6,GYM1,98
10,FSFC5,6,228,80
9,MEF81QTD,6,103,65
9,PPF41Q3B,6,GYM3,90
12,PPF41Q2B,6,GYM3,90
10,EEFG5QW,6,330,87
9,HGF82QQD,6,321,55
10,HUF41,6,211,71
9,PHF41H3,6,107,93
9,PPF41Q2G,6,GYM1,98
12,EEFGDUQX,6,347,88
9,MEF41H,6,205,100
10,FSFC1,6,114,71
10,SHFC3TM,6,122,95
9,PHF41H2,6,107,90
9,PPF41Q3B,6,GYM3,90
11,EEFGD,6,349,67
10,SCF41QT,6,141,65
10,EEFGDQFW,6,346,74
12,PPF41Q2G,6,GYM2,90
10,EEFG5HW,6,330,92
12,AUFC5UAT,6,232,85
11,PPF41Q3B,6,GYM3,65
9,FSFC5H,6,125,91
10,HUF41HT,6,323,90
10,EEFG5H,6,146,94
9,EEFG5,6,146,72
9,SEF41,6,341,80
10,HUF41,6,211,83
10,HUF41,6,221,88
11,SPF41,6,238,77
9,EEFG5QW,6,330,89
9,HGF81QQD,6,324,75
9,PHF41H3,6,107,98
9,PPF41Q2G,6,GYM2,100
10,SHFC3TM,6,122,100
9,FSFC5H,6,228,90
11,SHFC3TM,6,122,90
11,SDF81UVT,6,332,87
9,HGF82QQD,6,314,84
11,FSFC5H,6,125,91
9,PPF41Q3G,6,GYM2,80
10,SCF41QG,6,141,82
11,UEFG5H,6,B27,97
11,PPF41Q3G,6,GYM2,100
9,HGF82QQD,6,321,70
11,FMFC5,6,215,89
9,FJFC1,6,126,83
10,HUF41,6,221,75
12,PQF41Q2Y,6,251,100
12,PQF41Q3Y,6,251,100
9,SDF41,6,247,84
10,FMFC5H,6,115,96
11,SPF41H,6,238,95
9,HGF82QTD,6,313,55
12,FSF41UQX,6,123,80
9,MEF81QGD,6,103,88
9,FSFC5,6,125,80
10,HUF41,6,211,65
9,SDF41,6,247,83
12,ULFC9TP,6,B39,83
9,PHF41Q2,6,107,65
9,PPF41Q3B,6,GYM3,90
10,HFF41QW,6,329B,84
10,SCF41H,6,138,96
11,FSF41UQX,6,123,90
10,HFF41,6,311,82
10,HUF41,6,221,55
11,EEFGDUQJ,6,348,65
11,HTF41X,6,334A,95
11,FSFC5,6,125,80
9,FSFC5,6,228,85
12,EEFGDUQV,6,204,93
11,EEFGDUQV,6,204,100
9,EEFG1QB,6,334B,66
9,SLF85QG,6,229,84
10,SPF41H,6,238,100
11,MRF41,6,225,65
9,HFF41,6,311,88
10,SCF41QT,6,141,74
12,ULFC9TP,6,B39,78
11,SBF41UQX,6,338,84
11,FMFC5H,6,115,99
10,EEFG5H,6,223,93
12,PPF41Q2G,6,GYM2,100
9,FFFC1,6,111,74
10,FSFC5H,6,228,100
11,SPF41,6,238,82
11,SBF41UQX,6,338,90
ST,HGF81QGD,6,325,80
10,MRF41,6,225,82
11,SDF81UVT,6,332,91
12,PPF41Q2G,6,GYM2,70
9,HFF41QW,6,329B,76
11,SPF41H,6,238,90
10,MRF41,6,225,80
11,SDF81UVT,6,332,87
11,EEFGD,6,349,86
11,EEFG9,6,250,84
9,EEFG1QB,6,334B,72
9,PHF41H3,6,107,90
9,PPF41Q2B,6,GYM3,65
9,PPF41Q3G,6,GYM1,80
10,FMFC5H,6,215,94
11,ULFC9TP,6,B39,85
9,HGF82QQD,6,314,81
12,EEFGDHG,6,246,91
9,HGF81QQD,6,324,88
10,HQFC1TH,6,326,88
9,PHF41Q3,6,107,89
9,PPF41Q2G,6,GYM2,93
11,HQFC1TH,6,326,78
11,MRF41,6,225,88
9,FFFC1,6,111,65
10,HUF41QT,6,323,76
10,HUF41HG,6,323,92
11,HQFC5TH,6,315,76
9,MEF41,6,205,55
12,HQF41QQY,6,317,99
10,AUFC5UAT,6,232,98
12,PPF41Q2B,6,GYM3,90
9,MEF82QGD,6,203,65
11,PPF41Q3B,6,GYM3,65
11,PPF41Q3G,6,GYM1,90
10,HFF41,6,311,65
9,HGF81QQD,6,316,84
11,PPF41Q2B,6,GYM3,90
11,PPF41Q3B,6,GYM3,90
12,PPF41Q2B,6,GYM3,85
10,SCF41QT,6,141,77
11,HQFC5TH,6,315,76
9,EEFG1QWB,6,350,82
9,MEF82QGD,6,203,86
12,SBF41UQX,6,338,85
9,FSFC5H,6,228,91
9,PHF41Q3,6,107,77
9,PPF41Q2B,6,GYM3,90
9,SLF85QG,6,229,83
12,PPF41Q2B,6,GYM3,90
12,UQF41QQY,6,216B,65
11,SBF41UQX,6,338,84
11,EEFGDQG,6,246,75
10,HFF41QW,6,329B,88
10,PPF41Q3G,6,GYM1,95
11,SPF41H,6,231,91
11,AUFC5UAT,6,232,66
12,ULFC9TP,6,B39,67
10,FKFC5,6,124,66
11,PPF41Q2G,6,GYM2,80
11,PPF41Q3G,6,GYM2,90
9,MEF81QGD,6,103,88
10,MRF41H,6,225,95
10,SPF41H,6,238,95
9,HGF82QQD,6,314,88
11,SHFC7TM,6,248,65
9,HGF81QGD,6,325,80
12,PPF41Q2G,6,GYM2,69
11,HTF41X,6,334A,93
12,PPF41Q2G,6,GYM2,90
9,HGF82HQD,6,314,96
12,EEFGDUQX,6,347,91
9,FMFC5,6,115,75
9,MEF82QGD,6,203,65
10,HQFC5TH,6,315,78
9,FJFC1,6,126,87
12,MRF41,6,225,75
9,FFFC1,6,111,77
9,FLFC5,6,121,65
10,PPF41Q2B,6,GYM3,45
10,MRF41H,6,225,92
9,MEF82QGD,6,203,76
9,SLF85QG,6,229,73
9,FSFC5,6,125,88
12,SBF41UQX,6,338,89
10,HGF81QGD,6,325,82
10,EEFGD,6,349,65
10,PPF41Q3G,6,GYM2,78
10,MRF41,6,225,88
12,PPF41Q2G,6,GYM1,95
11,PPF41Q2G,6,GYM1,95
11,PPF41Q3G,6,GYM2,100
12,ULFC9TP,6,B39,88
9,FJFC1H,6,126,98
10,SCF41QG,6,141,86
9,HGF82QQD,6,321,89
10,SCF41H,6,139,95
9,FJFC1H,6,126,96
9,SLF41,6,331,55
9,FFFC1,6,111,77
12,EEFGD,6,349,45
10,SCF41HG,6,141,94
10,FLFC5,6,121,65
9,FSFC9,6,116,70
11,SEF41,6,113,84
9,FLFC5,6,121,88
11,FSFC5H,6,125,93
10,EEFG5,6,223,80
11,FSF41UQX,6,123,94
10,HQFC5TH,6,315,80
10,EEFG5,6,223,82
10,PPF41Q2B,6,GYM3,90
10,PPF41Q3B,6,GYM3,90
11,EEFG9UQX,6,249,80
9,HGF81QGD,6,325,70
10,HGF82QWD,6,333,45
10,FLFC5H,6,121,97
10,FMFC5,6,115,77
12,PPF41Q2B,6,GYM3,90
11,AUFC5UAT,6,232,76
10,EEFG5,6,223,81
9,HGF82QQD,6,321,65
9,SHFC3TM,6,122,80
9,HGF82QWD,6,333,85
9,PPF41Q3B,6,GYM3,55
9,EEFG5H,6,223,92
12,ULFC9TP,6,B39,91
12,SPF41H,6,238,95
9,HGF82HQD,6,321,94
12,PPF41Q3G,6,GYM2,100
10,PPF41Q2B,6,GYM3,95
10,PPF41Q3B,6,GYM3,85
9,FJFC1H,6,126,91
10,EEFG5H,6,223,95
11,FMFC5H,6,215,97
11,PPF41Q2G,6,GYM2,97
11,PPF41Q3G,6,GYM1,85
10,SCF41QT,6,141,77
10,FMFC5H,6,115,96
12,SQF41QQY,6,233,100
12,ULFC9TP,6,B39,88
11,FSFC9,6,116,88
12,FQF41QQY,6,216B,100
11,SBF41UQX,6,338,88
9,HGF82QQD,6,321,85
9,EEFG5QW,6,330,86
9,SDF41,6,247,86
9,FSFC1,6,114,69
11,MRF41,6,225,55
9,SLF41H,6,331,97
12,HFF41H,6,311,92
9,HGF81QQD,6,316,85
11,HUF41,6,211,71
10,PPF41Q2G,6,GYM1,95
10,PPF41Q3G,6,GYM1,90
10,EEFG5,6,223,80
11,FMFC5H,6,215,97
12,PPF41Q2B,6,GYM3,90
10,MRF41,6,225,86
10,HUF41,6,211,77
10,HQFC1TH,6,326,90
11,FMFC5,6,215,81
11,MRF41,6,225,75
10,SCF41,6,138,74
10,HUF41,6,221,80
12,PPF41Q2B,6,GYM3,55
11,EEFG9UQX,6,249,90
10,EEFGDQF,6,346,83
11,PPF41Q2G,6,GYM2,80
11,PPF41Q3G,6,GYM2,80
11,FSFC9H,6,116,95
10,FMFC5,6,115,80
10,UEFG5,6,B27,78
10,HUF41,6,211,81
9,SDF41H,6,247,96
10,PPF41Q2B,6,GYM3,100
10,PPF41Q3B,6,GYM3,100
9,EEFGDQF,6,346,86
11,SBF41UQX,6,338,90
12,PPF41Q2G,6,GYM2,94
9,HGF82QQD,6,321,75
