Grade,Course,Section,Period,Room,Mark1
11,SPF44,2,3,229,86
11,SPF44QL,2,3,229,P
11,SXRPE,3,12,122,
11,ULFC4TP,5,9,B39,97
11,ULFC8TP,1,5,232,100
11,ZLUN,7,7,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQCTEMPP,1,14,,
11,ZQIGS,1,14,150,
11,ZQJAN19,1,14,,
11,EEF88QT,11,7,346,68
11,EEFGGUTJ,1,4,B6,77
11,EXRCE,81,12,226,
11,FSFCBU,1,2,115,P
11,FSFCCU,1,2,115,65
11,FXTSE,78,12,214,
11,MEF88QQ3,1,9,219,72
11,MRF44QT,1,3,214,68
11,MXRCE,81,12,124,
11,MXRNE,81,12,124,
11,PPF44Q2B,15,9,GYM3,90
11,PPF44Q3B,14,8,GYM3,65
11,SCF88QQ2,3,8,238,75
11,SDF44HTE,1,5,247,90
11,SXRXE,80,12,226,
11,ZLUN,6,6,CAFÉ,
11,ZQCTESMM,1,14,,
11,ZQIGS,1,14,150,
11,ZQISS15X,1,13,****,
11,ZQISSQRA,1,13,****,
11,ZQJUNE19,1,14,,
11,EEFGCUQX,3,7,349,93
11,EEFGGHGC,3,9,250,100
11,FSF44UQX,1,2,123,100
11,GQF11QLP,15,15,****,25
11,MKFC8UCT,1,3,322,96
11,MPF44UQJ,2,5,208,99
11,PPF44Q3G,5,4,GYM2,95
11,SPF44H,6,8,229,99
11,SPF44QL,6,8,229,P
11,SXRPE,3,12,122,
11,UAF88H2,3,4,235,98
11,ZLUN,6,6,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQAPFS,1,13,,
11,ZQAPMK,1,13,,
11,ZQCTECWD,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
11,EEFGGHGC,3,9,250,97
11,FSFCCU,2,3,123,100
11,FXTSE,3,12,205,
11,GQF11QU3,8,8,LIB,
11,MRF44,13,6,203,74
11,MXRNE,6,12,141,
11,PPF44Q2G,11,8,GYM2,95
11,PPF44Q3G,6,4,GYM2,85
11,SCF88QQ2,1,4,138,77
11,SDF44QGE,1,5,247,87
11,SXRXE,3,12,105,
11,ULFC4TP,1,2,B39,91
11,ZLUN,7,7,CAFÉ,
11,ZQCTEMPP,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG3,99,14,****,MP
9,EEFG4,9,10,349,
9,FFFC4,1,9,111,66
9,GAF11QM,83,8,134,
9,GQF11QLL,15,15,****,28
9,HGF87QQD,20,6,323,
9,HGF88QQD,20,7,323,
9,HXRTE,2,12,104,
9,MEF44,3,4,214,
9,MXRCE,2,12,103,
9,PHF44Q3,1,2,B17,
9,PPF44Q2G,1,2,GYM2,
9,SHFC2TM,2,5,248,85
9,SLF44,3,3,247,
9,SLF44QL,3,3,247,P
9,SXRKE,2,12,103,
9,ZLUNGA,83,8,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQJUNE21,1,14,,
9,ZQPROBC,1,14,150,
9,BCF44T,24,7,108,75
9,EEF88QG,2,2,348,84
9,EEFGGQQC,4,8,348,71
9,GGF11Q18,65,6,147,
9,HGF88QG,1,5,321,75
9,HUF44QG,6,10,315,77
9,HXRTE,2,12,104,
9,HXRUE,2,12,104,
9,MRF44,7,4,223,65
9,MXRNE,2,12,103,
9,PHF44Q3,6,7,B17,82
9,PPF44Q2G,13,9,GYM2,88
9,PPF44Q3G,12,9,GYM2,73
9,SHFC6TM,1,3,149,98
9,ZLUNGG,65,6,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQJUNE18,1,14,,
9,ZQPROBT,1,14,150,
11,EEFGGUQV,4,8,335,93
11,FFFCC,1,3,248,86
11,FXTFE,2,12,114,
11,MKFC4TC,6,10,322,88
11,MRF44,15,6,107,73
11,MXRNE,6,12,141,
11,PGF44Q3C,3,4,GYM1,95
11,PPF44Q2G,13,9,GYM2,93
11,PPF44Q3G,12,9,GYM2,95
11,SDF44HGE,3,7,229,91
11,UAF88H2,3,4,235,90
11,ZLUN,5,5,CAFÉ,
11,ZQCTECWD,1,14,,
11,ZQIGS,1,14,150,
11,ZQJAN19,1,14,,
9,EEFG4QG,1,8,336,
9,FSFC4,5,9,123,82
9,GQF11QLL,15,15,****,29
9,HGF87QQD,20,6,323,70
9,HGF88QQD,20,7,323,70
9,HXRTE,2,12,104,
9,MEF44QG,9,10,211,80
9,MXRCE,3,12,115,
9,PHF44Q3,1,2,B17,80
9,PPF44Q2G,1,2,GYM2,75
9,SHFC2TM,2,5,248,100
9,SLF44,2,3,228,65
9,SLF44QL,2,3,228,P
9,SXRKE,2,12,103,
9,ZLUN,4,4,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,EEFCBQGD,1,4,350,65
10,EEFCCQGD,1,5,350,65
10,EEFGGQGF,1,3,249,
10,FSFC4,5,9,123,
10,GAF11QD,81,8,134,
10,MRF44QG,8,7,221,
10,MXRNE,6,12,141,
10,PPF44Q3G,9,6,GYM2,
10,SEF88QQ2,2,6,341,
10,SXRUE,2,12,229,
10,ULFC4TP,6,10,B39,
10,ZLUNGA,81,8,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQJUNE19,1,14,,
10,ZQPROBCT,1,14,150,
9,EEFGGHQC,4,8,348,99
9,EEFGGUQX,2,5,347,95
9,FFF44X,1,9,111,98
9,GQF11QLL,15,15,****,26
9,HBF22U,1,2,311,94
9,HUF44UQX,6,10,213,93
9,MCF87UBD,1,3,203,94
9,MCF88UBD,1,4,203,94
9,MQFGGHQT,1,1,214,95
9,MXRKE,2,12,205,
9,PPF44Q3B,10,6,GYM3,88
9,SLF44H,7,7,228,96
9,SLF44QL,7,7,228,P
9,SXRKE,2,12,103,
9,ZLUNCH2,6,6,CAFÉ,
9,ZQAPEELT,1,13,,
9,ZQAPFF,1,13,,
9,ZQAPHU,1,13,,
9,ZQAPMCBC,1,13,,
9,ZQCTEDA,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE18,1,14,,
9,EEF88QG,1,2,146,65
9,EEFGGQF,4,9,334B,65
9,EXRCE,40,12,211,
9,GQF11QLC,15,15,****,30
9,HFF44QQB,2,5,315,65
9,HGFCCQQ2,2,7,315,67
9,HUF44QQB,2,6,315,65
9,HXRTE,60,12,213,
9,HXRUE,60,12,219,
9,MEF88QG,3,10,105,75
9,MXRCE,60,12,104,
9,PPF44Q3B,12,7,GYM3,85
9,PTF21QQS,1,12,251,P
9,PTF22QQS,1,13,251,P
9,SCF84QGF,1,4,139,74
9,SCF84QLG,1,4,139,P
9,SHFC6TM,1,3,149,98
9,SXRXE,60,12,214,
9,ZLUN,8,8,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE20,1,14,,
9,EEFG2,99,14,****,MP
9,EEFG3,99,14,****,MP
9,EEFG4,8,3,349,
9,FSFC4,3,7,113,85
9,GAF11QB,62,6,138,
9,GQF11QLL,15,15,****,26
9,HGF87QQD,8,4,341,65
9,HGF88QQD,8,5,341,65
9,HXRTE,2,12,104,
9,MEF44,6,8,219,
9,MKF44,6,10,106,65
9,MXRCE,3,12,115,
9,PPF44Q2G,1,2,GYM2,
9,SLF44,10,9,338,78
9,SLF44QL,10,9,338,P
9,SXRKE,2,12,103,
9,UAF44Q3,1,2,B27,65
9,ZLUNGA,62,6,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQJUNE21,1,14,,
9,ZQPROBC,1,14,150,
10,EEF88,7,10,331,70
10,EXRCE,2,12,104,
10,FSFC8,2,2,125,72
10,GQF11QLC,15,15,****,30
10,HFF44QG,1,6,316,84
10,HUF44,1,4,321,75
10,HXRUE,2,12,104,
10,MRF44QG,6,5,104,66
10,MXRNE,6,12,141,
10,PPF44Q2G,12,9,GYM2,100
10,PPF44Q3G,13,9,GYM2,90
10,PTF21QQS,1,12,251,P
10,PTF22QQS,1,13,251,P
10,SCF44,7,7,141,65
10,SCF44QL,7,7,141,P
10,SXRXE,3,12,105,
10,ULFC4TP,2,3,B39,72
10,ZLUN,8,8,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
11,EEFGGUGF,1,4,330,77
11,EEFGGUQJ,1,3,B6,80
11,FSFCBU,99,14,****,MP
11,FSFCCU,5,6,113,75
11,GAF11QD,73,7,134,
11,GQF11QLP,15,15,****,26
11,MKFC6UCT,2,5,106,P
11,MKFC7UCT,2,5,106,P
11,MKFC8UCT,2,5,106,65
11,MRF44QG,12,9,205,75
11,MXRNE,6,12,141,
11,PGF44Q2C,7,8,GYM1,65
11,SPF44,8,10,229,82
11,SPF44QL,8,10,229,P
11,SXRPE,3,12,122,
11,UAF88Q3,6,8,235,67
11,ZLUNGA,73,7,CAFÉ,
11,ZQAPMK,1,13,,
11,ZQCTECWD,1,14,,
11,ZQIGS,1,14,150,
11,ZQJAN19,1,14,,
12,AWF84,2,4,222,85
12,EEFGGQQC,4,8,348,65
12,GGF11Q18,61,6,147,
12,GMF11Q9,9,9,,
12,MQF44QGF,2,7,106,69
12,MRF44,3,3,223,65
12,MXRNE,2,12,103,
12,PGF44Q3C,4,5,GYM1,65
12,PPF44Q2B,7,5,GYM3,90
12,SHF88U,1,2,327,75
12,ZLUNGG,61,6,CAFÉ,
12,ZQCTESMM,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFG4QT,20,7,146,85
9,FSFC4H,5,9,123,90
9,GQF11QLL,15,15,****,30
9,HGF87QTD,20,4,313,85
9,HGF88QTD,20,5,313,85
9,HXRTE,70,12,214,
9,MRF44QT,13,10,205,86
9,MXRNE,71,12,114,
9,PPF44Q2G,2,2,GYM2,95
9,PPF44Q3G,1,2,GYM2,100
9,SLF44QLT,5,8,231,P
9,SLF44QT,5,8,231,85
9,SXRKE,70,12,113,
9,UEFG4H,1,3,B27,90
9,ZLUN,6,6,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQIGS,1,14,150,
9,ZQISS,1,13,****,
9,ZQISS15X,1,13,****,
9,ZQJUNE21,1,14,,
10,EEF88QT,11,7,346,70
10,EXRCE,70,12,219,
10,FSFC8,7,6,125,65
10,GQF11QLC,15,15,****,34
10,HUF44QT,2,3,316,80
10,HXRUE,70,12,221,
10,MEF88QT,3,10,105,75
10,MXRCE,70,12,113,
10,PPF44Q2B,16,9,GYM3,100
10,PPF44Q3B,16,9,GYM3,100
10,SCF84QLT,1,4,139,P
10,SCF84QTF,1,4,139,69
10,SXRXE,70,12,213,
10,ULFC4TP,3,5,B39,77
10,ZLUN,8,8,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQIGS,1,14,150,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
11,EEFGGUQV,3,5,335,92
11,FSFGGH,7,8,123,100
11,FXTSE,3,12,205,
11,GQF11QU2,7,7,LIB,
11,MRF44,2,2,107,80
11,MXRNE,6,12,141,
11,PTF21QQS,1,12,251,P
11,PTF22QQS,1,13,251,P
11,PWF44QQL,1,9,POOL,100
11,SHF86H,1,4,248,100
11,SHFCATM,1,3,327,95
11,UAF88Q3,5,7,227,89
11,ZLUN,6,6,CAFÉ,
11,ZQCTESMM,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,AWF84H,5,10,222,90
9,EEFG4QG,3,4,336,88
9,FJFC4,1,6,124,86
9,GQF11QLL,15,15,****,33
9,HGF87HGD,3,7,325,90
9,HGF88HGD,3,8,325,90
9,HXRTE,2,12,104,
9,MEF44HG,1,2,208,94
9,MXRCE,3,12,115,
9,PPF44Q2B,17,9,GYM3,95
9,PPF44Q3B,16,9,GYM3,100
9,SLF44,2,3,228,88
9,SLF44QL,2,3,228,P
9,SXRKE,2,12,103,
9,ZLUN,5,5,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,EEFGGQGF,1,3,249,
10,EEFGGUQV,3,5,335,
10,GAF11QA,61,6,134,
10,GGF11Q18,63,6,147,
10,HUF44QG,5,9,325,
10,MEF88QG,3,10,105,
10,MQF22C,1,2,207,
10,MQF44QGF,1,4,106,
10,MRF44QGF,3,8,105,
10,MXRCE,2,12,103,
10,MXRNE,6,12,141,
10,PPF41Q3B,11,7,GYM3,P
10,PPF42Q3B,11,7,GYM3,P
10,PPF43Q2B,11,7,GYM3,P
10,PPF43Q3B,12,7,GYM3,P
10,PPF44Q2B,11,7,GYM3,65
10,PPF44Q3B,12,7,GYM3,65
10,ZLUNGMW,6,6,CAFÉ,
10,ZQAUG18,1,14,,
10,ZQCTESMM,1,14,,
10,ZQPROBCT,1,14,150,
10,EEFGGQF,4,9,334B,70
10,EXRCE,40,12,211,
10,FSFC8,6,5,113,78
10,GQF11QLC,15,15,****,25
10,HFF44,1,4,325,81
10,HGF88QF,1,7,334A,65
10,HXRTE,60,12,213,
10,MKFC3TC,6,10,322,P
10,MKFC4TC,6,10,322,65
10,PPF44Q2B,4,3,GYM3,85
10,SCF84QL,2,6,231,P
10,SCF84QQF,2,6,231,68
10,SXRXE,60,12,214,
10,UAF44Q3,2,3,235,82
10,ZLUN,8,8,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQELLCUR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE19,1,14,,
10,EEF88HF,1,6,122,99
10,EXRCE,40,12,211,
10,FLFC8H,1,3,121,92
10,GQF11QLC,15,15,****,31
10,HUF44HG,5,9,325,90
10,HXRUE,40,12,213,
10,MRF44H,8,4,107,99
10,MXRNE,40,12,104,
10,PPF44Q3G,11,8,GYM2,100
10,SCF44H,14,10,139,95
10,SCF44QL,14,10,139,P
10,SHFC6TM,4,7,327,89
10,SXRXE,40,12,214,
10,UAF44H2,6,8,235,100
10,ZLUN,5,5,CAFÉ,
10,ZQCTESMM,1,14,,
10,ZQELLFOR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
9,AWF84H,3,6,222,94
9,EEFG4H,5,5,126,95
9,FSFC8H,5,4,113,90
9,GQF11QLC,15,15,****,35
9,HGF87HQD,5,8,314,100
9,HGF88HQD,5,9,314,100
9,HXRTE,2,12,104,
9,MRF44,5,3,221,70
9,MXRNE,6,12,141,
9,PHF44H3,9,10,B17,93
9,PPF44Q2G,14,10,GYM2,87
9,SCF44,1,2,141,80
9,SCF44QL,1,2,141,P
9,SXRXE,3,12,105,
9,ZLUN,7,7,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,AWF84H,4,9,222,94
9,EEFG4H,8,3,349,95
9,FSFC8H,9,7,125,100
9,GQF11QLL,15,15,****,30
9,HGF87QQD,8,4,341,88
9,HGF88QQD,8,5,341,88
9,HXRTE,2,12,104,
9,MEF44HG,6,8,104,91
9,MXRCE,3,12,115,
9,PPF44Q2B,2,2,GYM3,95
9,PPF44Q3B,1,2,GYM3,100
9,SLF44H,12,10,338,98
9,SLF44QL,12,10,338,P
9,SXRKE,2,12,103,
9,ZLUN,6,6,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEF88QT,5,4,346,65
9,EEFGGQTC,3,9,250,76
9,FSFC4,3,7,113,65
9,GAF11QF,62,6,134,
9,GQF11QLL,15,15,****,NS
9,HUF44QT,6,10,315,
9,HXRTE,70,12,214,
9,HXRUE,70,12,221,
9,MEF44QT,2,3,208,
9,MXRCE,70,12,113,
9,PPF44Q3G,11,8,GYM2,65
9,SLF44QLT,21,5,338,F
9,SLF44QTF,21,5,338,
9,SXRKE,70,12,113,
9,UAF88Q2,6,8,235,68
9,ZLUNGA,62,6,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQISS,1,13,****,
9,ZQISS15X,1,13,****,
9,ZQJUNE18,1,14,,
9,ZQPROBCT,1,14,150,
11,BCF44T,23,4,204,70
11,EEFGGUQF,2,8,126,88
11,EEFGGUQV,1,3,335,92
11,FSF43UQX,1,2,123,P
11,FSF44UQX,1,2,123,65
11,FXTSE,3,12,205,
11,GMF11Q10,10,10,,
11,MRF44QG,12,9,205,84
11,MXRNE,6,12,141,
11,PPF44Q2B,12,7,GYM3,95
11,PPF44Q3B,6,4,GYM3,70
11,SHFCATM,2,5,327,100
11,UAF88Q3,5,7,227,88
11,ZLUN,6,6,CAFÉ,
11,ZQAPFS,1,13,,
11,ZQCTESMM,1,14,,
11,ZQIGS,1,14,150,
11,ZQJAN19,1,14,,
12,EEFGGUQF,1,3,330,81
12,FLF44UQX,1,7,121,74
12,GGF11Q18,58,5,147,
12,GQF11QU,10,10,LIB,
12,HRF44XA,1,4,225,86
12,MPF44UQS,3,6,104,65
12,MRF44,21,8,203,68
12,MXRNE,30,12,316,
12,PPF44Q2G,7,5,GYM2,90
12,PTF21QQS,1,12,251,P
12,PTF22QQS,1,13,251,P
12,ZLUNG3W,5,5,CAFÉ,
12,ZLUNPD9,9,9,CAFÉ,
12,ZQAPFL,1,13,,
12,ZQAPHR,1,13,,
12,ZQCTEHHR,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFG4H,6,6,126,95
9,FSFC4H,2,4,115,99
9,GQF11QLL,15,15,****,34
9,HGF87HQD,6,9,316,95
9,HGF88HQD,6,10,316,95
9,HXRTE,2,12,104,
9,MKF44,1,2,322,85
9,MRF44HG,3,3,107,90
9,MXRNE,6,12,141,
9,PHF44H2,4,5,B17,100
9,PPF44Q3B,8,5,GYM3,90
9,SLF44,7,7,228,87
9,SLF44QL,7,7,228,P
9,SXRKE,2,12,103,
9,ZLUN,8,8,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFG4HG,7,2,246,94
9,FKFC4H,4,6,115,100
9,GQF11QLC,15,15,****,31
9,HGF87HGD,7,8,311,94
9,HGF88HGD,7,9,311,94
9,HXRTE,2,12,104,
9,MRF44H,11,5,223,92
9,MXRNE,6,12,141,
9,PPF44Q2B,4,3,GYM3,98
9,PPF44Q3B,3,3,GYM3,80
9,SCF44,14,10,139,85
9,SCF44QL,14,10,139,P
9,SDF44,1,7,247,86
9,SXRXE,3,12,105,
9,ZLUN,4,4,CAFÉ,
9,ZQCTEERT,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
11,AUFC4TA,3,7,232,78
11,EEFGGQGF,2,5,249,75
11,EEFGGQQC,4,8,348,65
11,FFFCC,1,3,248,70
11,FXTFE,2,12,114,
11,GQF11QLC,15,15,****,29
11,MGF88QQ2,1,6,211,
11,MXRKE,2,12,205,
11,PGF44Q3C,5,6,GYM1,80
11,PPF44Q2B,18,10,GYM3,90
11,PPF44Q3B,18,10,GYM3,90
11,PTF21QQS,1,12,251,P
11,PTF22QQS,1,13,251,P
11,SCF44,12,9,138,65
11,SCF44QL,12,9,138,P
11,SXRXE,3,12,105,
11,ZLUN,4,4,CAFÉ,
11,ZQCTEDA,1,14,,
11,ZQJUNE19,1,14,,
11,ZQPROBC,1,14,150,
10,EEF88QG,8,6,146,82
10,EXRCE,2,12,104,
10,FSFC8,3,3,122,80
10,HFF44QQB,3,9,333,80
10,HUF44QQB,3,10,333,81
10,HXRUE,2,12,104,
10,MRF43,9,4,211,P
10,MRF44,9,4,211,65
10,MXRNE,6,12,141,
10,PPF44Q2B,11,7,GYM3,90
10,PPF44Q3B,11,7,GYM3,90
10,ULFC4TP,3,5,B39,65
10,ZLUN,8,8,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
9,EEF88,6,8,146,87
9,EXRCE,2,12,104,
9,FSFC8,2,2,125,76
9,GQF11QLC,15,15,****,25
9,HGF87QQD,20,6,323,75
9,HGF88QQD,20,7,323,75
9,HXRTE,2,12,104,
9,MRF44QG,1,3,214,72
9,MXRNE,6,12,141,
9,PHF44H3,3,4,B17,90
9,PPF44Q2B,6,4,GYM3,70
9,SCF44,13,10,138,70
9,SCF44QL,13,10,138,P
9,SHF82H,4,9,231,98
9,SXRXE,3,12,105,
9,ZLUN,5,5,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE20,1,14,,
11,EEFGGUQF,1,3,330,69
11,FSFC8,9,7,125,
11,GAF11QD,52,5,134,
11,GQF11QLC,15,15,****,25
11,MRF41,24,9,105,MP
11,MRF42,24,9,105,MP
11,MRF43,24,9,105,MP
11,MRF44,24,9,105,
11,MXRNE,6,12,141,
11,PPF44Q2B,19,10,GYM3,100
11,SCF84QL,2,6,231,P
11,SCF84QQF,2,6,231,
11,SHF86H,1,4,248,100
11,SHFC6TM,5,8,248,85
11,SXRXE,3,12,105,
11,UAF88Q3,8,10,235,78
11,ZLUNGA,52,5,CAFÉ,
11,ZQCTESMM,1,14,,
11,ZQJUNE19,1,14,,
11,ZQPROBC,1,14,150,
9,EEFCBQQD,1,9,346,65
9,EEFCCQQD,1,10,346,65
9,EXRCE,70,12,219,
9,GAF11QD,61,6,134,
9,GQF11QLL,15,15,****,20
9,HGF88QG,1,5,321,
9,HUF44,2,7,311,
9,HXRTE,70,12,214,
9,HXRUE,70,12,221,
9,MEF44QG,3,4,105,
9,MXRCE,71,12,114,
9,PPF44Q2B,13,8,GYM3,65
9,PPF44Q3B,4,3,GYM3,65
9,SLF44,1,2,338,
9,SLF44QL,1,2,338,F
9,SXRKE,70,12,113,
9,UAF88Q2,2,3,235,65
9,UAF88Q3,6,8,235,65
9,ZLUNGA,61,6,CAFÉ,
9,ZQCTEERT,1,14,,
9,ZQISS,1,13,****,
9,ZQISS15X,1,13,****,
9,ZQJUNE19,1,14,,
9,ZQPROBCT,1,14,150,
9,ZQSNT174,1,13,****,ND
11,EEF88,7,10,331,76
11,EXRCE,2,12,104,
11,FSFCCU,1,2,115,85
11,FXTSE,3,12,205,
11,GAF11QB,41,4,138,
11,GQF11QLC,15,15,****,30
11,HUF43QGD,3,8,326,70
11,HUF44QGD,3,7,326,70
11,HXRUE,2,12,104,
11,MRF44,3,3,223,
11,MXRNE,6,12,141,
11,PGF44Q2C,5,6,GYM1,90
11,PPF44Q3G,9,6,GYM2,98
11,SCF83QGF,6,9,139,P
11,SCF84QGF,6,9,139,73
11,SCF84QLG,6,9,139,P
11,SHFCATM,2,5,327,84
11,SXRXE,3,12,105,
11,ZLUNGA,41,4,CAFÉ,
11,ZQCTESMM,1,14,,
11,ZQJUNE19,1,14,,
11,ZQPROBC,1,14,150,
9,EEFG4HH,2,2,346,96
9,FLFC4HH,2,10,115,100
9,GQF11QLL,15,15,****,30
9,HGF87XHD,2,8,321,97
9,HGF88XHD,2,9,321,97
9,HQF44HH,2,3,324,96
9,HXRTE,2,12,104,
9,MRF44,10,4,221,89
9,MXRNE,7,12,146,
9,PHF44H2,6,7,B17,97
9,PPF44Q3G,10,7,GYM2,100
9,SLF44H,4,5,213,95
9,SLF44QL,4,5,213,P
9,SXRKE,2,12,103,
9,ZLUN,6,6,CAFÉ,
9,ZQAPHG,1,13,,
9,ZQCTEHHR,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFG4HG,4,5,336,94
9,FSFC8H,5,4,113,96
9,GQF11QLL,15,15,****,31
9,HGF87HGD,4,9,313,92
9,HGF88HGD,4,10,313,92
9,HXRTE,2,12,104,
9,MEF44H,2,3,207,93
9,MXRCE,3,12,115,
9,PGF44Q3C,1,2,GYM1,90
9,PPF44Q2G,2,2,GYM2,85
9,SLF44HG,4,7,333,94
9,SLF44QLG,4,7,333,P
9,SXRKE,2,12,103,
9,UEFG4H,3,8,B27,90
9,ZLUN,6,6,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
11,EEFGCUQX,3,7,349,80
11,FFFCCH,2,6,111,92
11,FXTFE,2,12,114,
11,GQF11QLP,15,15,****,26
11,MRF44,25,9,107,88
11,MXRNE,7,12,146,
11,PPF44Q2G,14,10,GYM2,90
11,PTF21QQS,1,12,251,P
11,PTF22QQS,1,13,251,P
11,SHFC6TM,2,4,149,98
11,SHFCATM,3,8,327,94
11,SPF44,2,3,229,80
11,SPF44QL,2,3,229,P
11,SXRPE,3,12,122,
11,UAF88H3,8,10,235,96
11,ZLUN,5,5,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQCTESMM,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG4QH,1,9,349,
9,FLFC4QH,1,8,115,85
9,GQF11QLL,15,15,****,31
9,HGF87XHD,1,2,325,82
9,HGF88XHD,1,3,325,82
9,HQF44QH,1,10,311,70
9,HXRTE,2,12,104,
9,MEF44,3,4,214,75
9,MXRCE,3,12,115,
9,PHF44Q3,4,5,B17,82
9,PPF44Q2B,8,5,GYM3,90
9,SLF44,7,7,228,
9,SLF44QL,7,7,228,P
9,SXRKE,2,12,103,
9,ZLUN,6,6,CAFÉ,
9,ZQAPHG,1,13,,
9,ZQCTEHHR,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,EEF88QG,1,2,146,86
10,EXRCE,2,12,104,
10,FSFC8,9,7,125,77
10,GQF11QLP,15,15,****,26
10,HFF44QQB,2,5,315,86
10,HUF44HQB,2,6,315,94
10,HXRUE,2,12,104,
10,MKFC4TC,6,10,322,91
10,MRF44QG,10,8,214,78
10,MXRNE,7,12,146,
10,PGF44Q2C,8,9,GYM1,100
10,PGF44Q3C,8,9,GYM1,100
10,SPF44,2,3,229,82
10,SPF44QL,2,3,229,P
10,SXRPE,3,12,122,
10,ZLUN,4,4,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,EEF88QT,6,5,346,65
10,EXRCE,70,12,219,
10,FSFC8,12,9,113,
10,GAF11QZ,65,6,134,
10,GQF11QLC,15,15,****,26
10,HUF44QT,4,7,314,
10,HXRUE,70,12,221,
10,MRF44QT,2,3,104,
10,MXRNE,71,12,114,
10,PPF44Q2B,14,8,GYM3,65
10,SCF44QLT,1,2,139,P
10,SCF44QT,1,2,139,65
10,SHFC6TM,2,4,149,98
10,SXRXE,70,12,213,
10,UAF44Q3,6,8,235,71
10,ZLUNGA,65,6,CAFÉ,
10,ZQCTESMM,1,14,,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
10,ZQPROBC,1,14,150,
12,EEFGGQTC,4,10,250,65
12,EEFGGUQV,4,8,335,80
12,GGF11Q18,43,4,147,
12,GQF11QLC,15,15,****,25
12,MRF44QT,8,7,221,65
12,MXRNE,70,12,113,
12,PPF44Q2G,3,3,GYM2,85
12,PPF44Q3G,3,3,GYM2,90
12,SCF84QLT,6,9,139,P
12,SCF84QTF,6,9,139,65
12,SDF44QTE,2,6,247,70
12,SXRXE,70,12,213,
12,ULFC4TP,1,2,B39,83
12,ULFC8TP,1,5,232,67
12,ZLUNGG,43,4,CAFÉ,
12,ZQCTEMPP,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS,1,13,****,
12,ZQISS15X,1,13,****,
12,ZQJUNE18,1,14,,
11,EEF87QT,99,14,****,MP
11,EEF88QT,3,3,146,
11,EEFGGUTJ,1,4,B6,75
11,EXRCE,70,12,219,
11,FSFC7,99,14,****,MP
11,FSFC8,10,8,149,
11,GAF11QM,74,7,134,
11,GQF11QLC,15,15,****,25
11,GQF11QU3,2,2,LIB,
11,HXRUE,70,12,221,
11,MGF88QQ2,1,6,211,
