Grade,Course,Section,Period,Room,Mark1
12,GQF11QU2,5,5,LIB,
12,HTF44UQX,1,4,334A,96
12,MCF44UAX,2,8,221,89
12,MPF22U,1,2,205,98
12,PGF44Q3C,4,5,GYM1,90
12,SDF88TV,3,6,206,95
12,ZLUNGG,73,7,CAFÉ,
12,ZQAPHT,1,13,,
12,ZQAPMCAB,1,13,,
12,ZQCTEERT,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
12,GGF11Q18,81,8,147,
12,GMF11Q9,9,9,,
12,GQF11QU2,7,7,LIB,
12,HPF44X,1,5,323,98
12,MCF87UBD,1,3,203,86
12,MCF88UBD,1,4,203,86
12,PPF44Q3B,12,7,GYM3,90
12,SDF88TV,1,2,332,100
12,SQF44QQY,6,6,233,100
12,ZLUNGG,81,8,CAFÉ,
12,ZQAPHP,1,13,,
12,ZQAPMCBC,1,13,,
12,ZQCTEERT,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
11,EEFGGUQV,2,4,335,82
11,FMFCC,1,3,111,75
11,FXTCE,3,12,105,
11,GQF11QU2,5,5,LIB,
11,MRF44QG,13,10,205,77
11,MXRNE,18,12,229,
11,PPF44Q2B,12,7,GYM3,85
11,PPF44Q3B,11,7,GYM3,92
11,SCF88QQ3,2,5,229,86
11,SDF43UVX,99,14,****,MP
11,SDF44UVX,3,6,228,65
11,SDF84UVT,3,9,332,100
11,SXRXE,12,12,124,
11,ZLUN,8,8,CAFÉ,
11,ZQAPSD,1,13,,
11,ZQCTEERT,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
10,EEFCBQQD,1,9,346,66
10,EEFCCQQD,1,10,346,66
10,EXRCE,2,12,104,
10,FMF44UQX,2,3,116,90
10,FXTCE,2,12,104,
10,GAF11QY,55,5,134,
10,GGF11Q18,58,5,147,
10,HGFCCQQ3,2,7,315,70
10,HUF88QQ2,1,8,313,85
10,HXRTE,2,12,104,
10,HXRUE,2,12,104,
10,MGF88QQ3,3,8,103,
10,MQF22C,1,2,207,
10,MRF44QGF,1,4,205,
10,MXRCE,2,12,103,
10,MXRKE,2,12,205,
10,MXRNE,3,12,115,
10,PPF41Q3G,10,7,GYM2,P
10,PPF42Q3G,10,7,GYM2,P
10,PPF43Q2G,10,7,GYM2,P
10,PPF44Q2G,10,7,GYM2,65
10,SXRUE,2,12,229,
10,ULFCCTP,2,6,B39,71
10,ZLUNGWF,5,5,CAFÉ,
10,ZQAPFM,1,13,,
10,ZQCTEDA,1,14,,
10,ZQJUNE18,1,14,,
10,ZQPROBC,1,14,150,
11,EEFGCQH,1,4,331,80
11,EEFGCUQX,1,3,348,96
11,FLFCCU,1,2,121,90
11,FXTLE,3,12,146,
11,GQF11QLP,15,15,****,25
11,HQFC8UHT,1,5,316,92
11,MPF44UQJ,4,8,208,96
11,PPF44Q2G,13,9,GYM2,100
11,SPF44H,5,7,238,92
11,SPF44QL,5,7,238,P
11,SXRPE,6,12,125,
11,UAF88Q3,7,9,227,89
11,ZLUN,6,6,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQCTEHHR,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
12,BCF44T,25,8,111,90
12,FMF44UQX,1,2,116,97
12,GGF11Q18,41,4,147,
12,GMF11Q9,9,9,,
12,MCF44UAX,1,7,105,93
12,MKFCCTC,1,3,106,88
12,PGF44Q3C,7,8,GYM1,90
12,SCF87UQD,1,5,141,80
12,SCF88UQD,1,6,141,80
12,ZLUNGG,41,4,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQAPMCAB,1,13,,
12,ZQAPSC,1,13,,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
12,EEFGCUQX,2,4,348,96
12,FLF44UQX,1,7,121,99
12,GGF11Q18,63,6,147,
12,GMF11Q9,9,9,,
12,HBF44X,1,3,311,96
12,MCF44UAX,2,8,221,90
12,MQF44QQY,2,2,204A,100
12,MQFGCHQT,1,1,214,99
12,PGF44Q2C,4,5,GYM1,90
12,PGF44Q3C,4,5,GYM1,90
12,ZLUNGG,63,6,CAFÉ,
12,ZQAPEELG,1,13,,
12,ZQAPFL,1,13,,
12,ZQAPHB,1,13,,
12,ZQAPMCAB,1,13,,
12,ZQCTEHHR,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
11,ANF44X,1,3,B7,74
11,BCF44T,28,10,204,
11,EEF88QT,2,2,348,66
11,EXRCE,70,12,219,
11,FMFCBU,3,7,116,P
11,FMFCCU,3,7,116,75
11,FXTCE,70,12,111,
11,GAF11QY,42,4,134,
11,GGF11Q18,45,4,147,
11,GQF11QLC,15,15,****,25
11,HUF88QQ2,1,8,313,80
11,HXRUE,70,12,221,
11,MGF88QQ3,1,6,211,68
11,MRF42QT,6,5,104,P
11,MRF43QT,6,5,104,P
11,MRF44QT,6,5,104,65
11,MXRKE,70,12,211,
11,MXRNE,70,12,113,
11,PPF44Q3B,13,8,GYM3,90
11,SCF84QLT,6,9,139,P
11,SCF84QTF,6,9,139,74
11,SEF88QQ2,2,6,341,76
11,SXRUE,70,12,223,
11,SXRXE,70,12,213,
11,ZLUNGTF,4,4,CAFÉ,
11,ZQAPAN,1,13,,
11,ZQCTEDA,1,14,,
11,ZQISS,1,13,****,
11,ZQISS15X,1,13,****,
11,ZQJUNE18,1,14,,
11,ZQPROBC,1,14,150,
12,FMF44UQX,4,6,225,84
12,FQF44QQY,3,3,216,66
12,GGF11Q18,81,8,147,
12,GMF11Q9,9,9,,
12,GQF11QU2,7,7,LIB,
12,MPF44UQS,2,5,205,65
12,PPF44Q3B,12,7,GYM3,75
12,SDF44QQE,1,4,247,87
12,ZLUNGG,81,8,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQCTEMPP,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
11,EEF85QG,11,7,346,MP
11,EEF86QG,11,7,346,MP
11,EEF87QG,11,7,346,MP
11,EEF88QG,11,7,346,
11,EEFGCQF,2,5,348,
11,EXRCE,42,12,214,
11,FMFC8,1,3,215,65
11,GAF11QT,64,6,134,
11,HFF44QQB,3,9,333,66
11,HUF44QQB,3,10,333,65
11,HXRUE,45,12,214,
11,MRF44,9,4,211,65
11,MXRNE,46,12,107,
11,PPF44Q3B,13,8,GYM3,75
11,SEF88QQ2,3,8,341,65
11,SXRUE,45,12,223,
11,ZLUNGA,64,6,CAFÉ,
11,ZQCTEMPP,1,14,,
11,ZQELLCUR,1,13,****,
11,ZQJUNE19,1,14,,
11,ZQPROBCT,1,14,150,
10,BCF44T,26,8,108,100
10,EEF88HG,9,6,346,93
10,EXRCE,9,12,121,
10,FMFC8H,5,10,215,100
10,GQF11QLC,15,15,****,26
10,HUF44UQX,3,4,333,100
10,HXRUE,9,12,121,
10,MRF44H,22,9,211,96
10,MXRNE,18,12,229,
10,PPF44Q3B,13,8,GYM3,90
10,SCF44,4,3,138,83
10,SCF44QL,4,3,138,P
10,SHFC6TM,4,7,327,100
10,SXRXE,12,12,124,
10,ZLUN,5,5,CAFÉ,
10,ZQAPHU,1,13,,
10,ZQCTESMM,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,EEF88HG,7,5,146,90
10,EXRCE,9,12,121,
10,FMFC8H,3,8,215,100
10,GQF11QLC,15,15,****,31
10,HUF44UQX,2,3,333,100
10,HXRUE,9,12,121,
10,MKFC4TC,6,10,322,100
10,MRF44H,17,7,208,99
10,MXRNE,18,12,229,
10,PPF44Q2G,6,4,GYM2,100
10,SCF44H,12,9,138,92
10,SCF44QL,12,9,138,P
10,SXRXE,12,12,124,
10,UAF44H3,3,4,235,100
10,ZLUN,6,6,CAFÉ,
10,ZQAPHU,1,13,,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
12,EEFGGQQC,3,7,250,88
12,GGF11Q18,81,8,147,
12,GMF11Q9,9,9,,
12,GQF11QU2,5,5,LIB,
12,GYF44,3,3,LIB,
12,HTF44UQX,1,4,334A,80
12,PPF44Q3B,7,5,GYM3,90
12,SHF88U,3,6,327,65
12,ZLUNGG,81,8,CAFÉ,
12,ZQAPHT,1,13,,
12,ZQCTESMM,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
11,EEF85QG,8,6,146,P
11,EEF86QG,8,6,146,P
11,EEF87QG,8,6,146,P
11,EEF88QG,8,6,146,65
11,EEFG9QF,2,5,348,P
11,EEFGAQF,2,5,348,P
11,EEFGBQF,2,5,348,P
11,EEFGCQF,2,5,348,84
11,EXRCE,40,12,211,
11,GAF11QC,43,4,134,
11,GGF11Q18,41,4,147,
11,GQF11QLC,15,15,****,S
11,HFF41,2,7,313,P
11,HFF42,2,7,313,P
11,HFF43,2,7,313,P
11,HFF44,2,7,313,65
11,MKF44,4,8,106,
11,MRF41,26,10,208,P
11,MRF42,26,10,208,P
11,MRF43,26,10,208,P
11,MRF44,26,10,208,79
11,PGF44Q2C,2,3,GYM1,90
11,PGF44Q3C,2,3,GYM1,75
11,PPF41Q2G,12,9,GYM2,P
11,PPF41Q3G,12,9,GYM2,P
11,PPF42Q2G,12,9,GYM2,P
11,PPF42Q3G,12,9,GYM2,P
11,PPF43Q2G,12,9,GYM2,P
11,PPF43Q3G,12,9,GYM2,P
11,PPF44Q2G,12,9,GYM2,65
11,PPF44Q3G,12,9,GYM2,65
11,SCF41,1,2,141,P
11,SCF42,1,2,141,P
11,SCF43,1,2,141,P
11,SCF44,1,2,141,65
11,SCF44QL,1,2,141,F
11,SXRXE,45,12,215,
11,ZLUNGMW,4,4,CAFÉ,
11,ZQCTECWD,1,14,,
11,ZQELLCUR,1,13,****,
11,ZQJUNE18,1,14,,
11,ZQPROBCT,1,14,150,
9,AWF84H,2,4,222,100
9,EEFGGQF,4,9,334B,86
9,FMFC4H,2,6,215,98
9,GQF11QLL,15,15,****,30
9,HGF84QF,3,10,334A,85
9,MEF44QF,1,8,223,81
9,MXRCE,46,12,111,
9,PPF44Q2B,4,3,GYM3,98
9,PPF44Q3B,4,3,GYM3,98
9,SLF44QGF,21,5,338,82
9,SLF44QLG,21,5,338,P
9,SXRKE,45,12,107,
9,ZLUN,7,7,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
11,EEFGGUGJ,3,9,B6,91
11,FJFCCU,20,5,124,93
11,FMF44UQX,1,2,116,100
11,GQF11QLP,15,15,****,27
11,HUF43HGD,3,8,326,96
11,HUF44HGD,3,7,326,96
11,HXRUE,9,12,121,
11,MPF44UQJ,1,3,219,95
11,PGF44Q2C,3,4,GYM1,80
11,SPF44,8,10,229,89
11,SPF44QL,8,10,229,P
11,SXRPE,6,12,125,
11,UAF88H3,3,4,235,96
11,ZLUN,6,6,CAFÉ,
11,ZQAPFM,1,13,,
11,ZQCTECWD,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
11,EEF88QG,12,9,350,66
11,EEFGCQF,2,5,348,81
11,EXRCE,40,12,211,
11,FMF44UQX,2,3,116,90
11,FXTCE,2,12,104,
11,GGF11Q18,45,4,147,
11,GMF11Q2,2,2,,
11,GQF11QU2,8,8,LIB,
11,GQF11QU3,10,10,LIB,
11,HFF44,2,7,313,84
11,MPF44UQS,3,6,104,88
11,PPF44Q2B,19,10,GYM3,100
11,PPF44Q3B,14,8,GYM3,95
11,ZLUNGG,45,4,CAFÉ,
11,ZQAPFM,1,13,,
11,ZQCTEDA,1,14,,
11,ZQELLCUR,1,13,****,
11,ZQIGS,1,14,150,
11,ZQJUNE18,1,14,,
12,EEF87QG,99,14,****,MP
12,EEF88QG,7,5,146,
12,GAF11QY,83,8,134,
12,GGF11Q18,81,8,147,
12,GQF11QU2,10,10,LIB,
12,HFF44,1,4,325,
12,MKFC4TC,3,6,322,
12,MRF44,4,3,205,
12,MXRNE,4,12,138,
12,PPF44Q2B,11,7,GYM3,65
12,PPF44Q3B,11,7,GYM3,75
12,SHF81,99,14,****,MP
12,SHF82,4,9,231,
12,SHFC2TM,99,14,****,MP
12,UAF88Q3,8,10,235,
12,ZLUNGMW,8,8,CAFÉ,
12,ZQCTECWD,1,14,,
12,ZQJUNE18,1,14,,
12,ZQPROBC,1,14,150,
9,EEFG4HF,1,8,124,97
9,ESFG4QFA,1,3,334B,85
9,ESFG4QFB,1,4,334B,75
9,FMFC8H,4,9,116,96
9,GQF11QLL,15,15,****,25
9,HGF84QF,2,5,326,65
9,MEF44QG,5,7,211,82
9,MXRCE,46,12,111,
9,PHF44Q2,5,6,B17,86
9,PPF44Q3G,8,6,GYM2,95
9,SLF44QF,2,10,231,70
9,SLF44QLF,2,10,231,P
9,SXRKE,45,12,107,
9,ZLUNPD2,2,2,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFG8QF,1,4,334B,65
9,ESFG8QF,1,3,334B,65
9,FMFC4,2,6,215,80
9,GQF11QLL,15,15,****,29
9,HGF84QF,2,5,326,66
9,MEF44,1,2,219,
9,MKF44,6,10,106,65
9,MQFG4HQT,1,1,214,90
9,MXRCE,46,12,111,
9,PHF44Q3,8,9,B17,84
9,PPF44Q2B,17,9,GYM3,96
9,SLF44QG,4,7,333,77
9,SLF44QLG,4,7,333,P
9,SXRKE,45,12,107,
9,ZLUN,8,8,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFGGHF,2,4,103,96
9,FMFC4H,3,7,215,96
9,GQF11QLL,15,15,****,31
9,HGF84QF,1,3,336,79
9,MEF44QG,8,9,104,80
9,MXRCE,46,12,111,
9,PHF44Q3,9,10,B17,87
9,PPF44Q2G,15,10,GYM2,90
9,SLF44H,5,5,333,90
9,SLF44QL,5,5,333,P
9,SXRKE,45,12,107,
9,UEFG4H,3,8,B27,100
9,ZLUN,6,6,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
12,EEFGGUGJ,2,5,B6,92
12,FMF44UQX,4,6,225,95
12,FQF44QQY,7,7,216,98
12,GGF11Q18,41,4,147,
12,GMF11Q9,9,9,,
12,GQF11QU2,8,8,LIB,
12,MKFCCTC,1,3,106,90
12,MPF22U,1,2,205,85
12,PPF44Q3B,13,8,GYM3,95
12,ZLUNGG,41,4,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFG4QH,1,9,349,84
9,FLFC4QH,1,8,115,82
9,GQF11QLL,15,15,****,31
9,HGF87XHD,1,2,325,80
9,HGF88XHD,1,3,325,80
9,HQF44QH,1,10,311,85
9,HXRTE,10,12,122,
9,MEF44,5,7,225,80
9,MXRCE,8,12,207,
9,PPF44Q2G,5,4,GYM2,87
9,SLF44H,5,5,333,90
9,SLF44QL,5,5,333,P
9,SXRKE,8,12,203,
9,UAF44Q3,3,4,235,87
9,ZLUN,6,6,CAFÉ,
9,ZQAPHG,1,13,,
9,ZQCTEHHR,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
12,BCF44T,23,4,204,100
12,EQF44QQY,6,6,328,100
12,FMF44UQX,1,2,116,82
12,GGF11Q18,54,5,147,
12,GMF11Q7,7,7,,
12,MKFCCTC,1,3,106,68
12,PPF44Q3B,6,4,GYM3,85
12,PTF21QQS,1,12,251,P
12,PTF22QQS,1,13,251,P
12,ZLUNGG,54,5,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFG8QF,1,4,334B,80
9,ESFG8QF,1,3,334B,70
9,FMFC4H,3,7,215,95
9,GQF11QLL,15,15,****,30
9,HGF84QF,2,5,326,65
9,MEF44QF,2,9,223,73
9,MXRCE,46,12,111,
9,PHF44Q2,5,6,B17,65
9,PPF44Q3B,9,6,GYM3,90
9,SLF44QF,2,10,231,67
9,SLF44QLF,2,10,231,P
9,SXRKE,45,12,107,
9,ZLUN,8,8,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,AWF84H,4,9,222,97
9,EEFGGHF,1,3,103,98
9,FMFC4H,4,10,116,100
9,GQF11QLL,15,15,****,29
9,HGF84QF,2,5,326,78
9,MEF44HG,4,6,105,93
9,MXRCE,46,12,111,
9,PHF44Q3,3,4,B17,85
9,PPF44Q2G,5,4,GYM2,90
9,SLF44QG,5,8,231,87
9,SLF44QLG,5,8,231,P
9,SXRKE,46,12,111,
9,ZLUN,7,7,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
11,EEF84HF,3,8,334B,93
11,FMF44UQX,1,2,116,97
11,FXTCE,3,12,105,
11,GQF11QLP,15,15,****,27
11,HUF44QG,3,6,313,86
11,HXRUE,45,12,214,
11,MRF44H,6,3,225,100
11,MXRNE,46,12,107,
11,PPF44Q2G,12,9,GYM2,90
11,PPF44Q3G,12,9,GYM2,90
11,SDF84UVT,2,7,332,95
11,SPF44,3,4,229,88
11,SPF44QL,3,4,229,P
11,SXRPE,45,12,149,
11,ZLUN,5,5,CAFÉ,
11,ZQAPFM,1,13,,
11,ZQCTEERT,1,14,,
11,ZQELLFOR,1,13,****,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG8QF,1,4,334B,85
9,ESFG8QF,1,3,334B,85
9,FMFC4H,3,7,215,95
9,GQF11QLL,15,15,****,30
9,HGF84QF,2,5,326,76
9,MEF44QF,2,9,223,67
9,MXRCE,46,12,111,
9,PHF44Q2,1,2,B17,80
9,PPF43Q3G,1,2,GYM2,P
9,PPF44Q3G,1,2,GYM2,65
9,SLF44QF,2,10,231,69
9,SLF44QLF,2,10,231,P
9,SXRKE,46,12,111,
9,UEFG4,2,6,227,77
9,ZLUN,8,8,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,EEFG8HH,1,6,348,95
10,EXRCE,9,12,121,
10,FLFC8H,1,3,121,99
10,GQF11QLC,15,15,****,26
10,HQFC4TH,2,10,323,94
10,HUF44UQX,5,9,213,95
10,HXRUE,9,12,121,
10,MRF44HG,10,8,214,99
10,MXRNE,18,12,229,
10,PPF44Q2G,6,4,GYM2,98
10,PPF44Q3G,6,4,GYM2,100
10,SCF44H,8,7,138,93
10,SCF44QL,8,7,138,P
10,SXRXE,12,12,124,
10,ZLUN,5,5,CAFÉ,
10,ZQAPHU,1,13,,
10,ZQCTEHHR,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,BCF44T,34,7,108,80
10,EEF88,7,10,331,70
10,EEFGGHF,1,3,103,93
10,FMFCCU,4,8,116,100
10,FXTCE,3,12,105,
10,GQF11QLC,15,15,****,30
10,HGF88QF,2,9,334A,86
10,HXRTE,45,12,208,
10,MRF44,8,4,107,89
10,MXRNE,46,12,107,
10,PPF44Q2B,11,7,GYM3,92
10,SCF84HGF,2,5,139,90
10,SCF84QLG,2,5,139,P
10,SXRXE,45,12,215,
10,ZLUN,6,6,CAFÉ,
10,ZQCTEDA,1,14,,
10,ZQELLCUR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE19,1,14,,
12,ANF44X,2,6,B7,89
12,AQF44QQY,7,7,216,65
12,AUFCCTA,1,2,232,95
12,BCF44T,32,3,204,100
12,GGF11Q18,41,4,147,
12,GMF11Q8,8,8,,
12,GQF11QU2,5,5,LIB,
12,PPF44Q2G,3,3,GYM2,83
12,PPF44Q3G,7,5,GYM2,68
12,ZLUNGG,41,4,CAFÉ,
12,ZQAPAN,1,13,,
12,ZQCTEDA,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFGCQF,1,4,347,65
9,FMFC4,4,10,116,87
9,GQF11QLL,15,15,****,19
9,HGF84QF,2,5,326,65
9,MEF44QF,2,9,223,65
9,MXRCE,46,12,111,
9,PHF44Q3,5,6,B17,65
9,PPF44Q2G,8,6,GYM2,65
9,SLF44QF,1,7,338,
9,SLF44QLF,1,7,338,F
9,SXRKE,46,12,111,
9,UEFG4,1,3,B27,80
9,ZLUN,8,8,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQJUNE21,1,14,,
9,ZQPROBC,1,14,150,
12,BCF44T,25,8,111,70
12,FMFC8H,1,3,215,93
12,GAF11QC,42,4,134,
12,GGF11Q18,41,4,147,
12,GMF11Q9,9,9,,
12,HBF44X,2,7,316,65
12,MRF44QGF,2,5,105,70
12,MXRNE,4,12,138,
12,PPF42Q2B,14,8,GYM3,P
12,PPF43Q3B,14,8,GYM3,P
12,PPF44Q3B,14,8,GYM3,75
12,PQF44Q2Y,6,6,251,100
12,PQF44Q3Y,6,6,251,100
12,ZLUNGMT,4,4,CAFÉ,
12,ZQAPHB,1,13,,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
10,EEF88QT,4,3,350,65
10,EEFGCQFT,2,5,348,65
10,EEFGGUTF,2,6,330,
10,EXRCE,80,12,225,
10,GAF11QC,44,4,134,
10,GGF11Q18,41,4,147,
10,HGFCCQQ3,3,9,121,85
10,HUF88QQ2,1,8,313,80
10,HXRTE,80,12,205,
10,HXRUE,80,12,226,
10,MXRNE,80,12,123,
10,PPF44Q3B,14,8,GYM3,90
10,SLF88QQ2,3,9,146,70
10,SXRKE,80,12,122,
10,ULFC4TP,6,10,B39,
10,ULFC8TP,2,7,B39,65
10,ZLUNGMR,4,4,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQELLCUR,1,13,****,
10,ZQISS20X,1,13,****,
10,ZQISSQRA,1,13,****,
10,ZQJUNE18,1,14,,
10,ZQPROBC,1,14,150,
12,BCF44T,36,8,108,95
12,EEF44UCC,2,9,347,65
12,EEF88HF,1,6,122,94
12,FMF44UQX,2,3,116,95
12,GGF11Q18,59,5,149,
12,GMF11Q10,10,10,,
12,HBF22U,1,2,311,74
12,MCF44UAX,1,7,105,88
12,PPF44Q2B,13,8,GYM3,90
12,ULFCCTP,1,4,B39,94
12,ZLUNGG,59,5,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQAPMCAB,1,13,,
12,ZQCTEMPP,1,14,,
12,ZQELLFOR,1,13,****,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
10,AQF44UVT,2,9,206,88
10,BCF44T,25,8,111,85
10,EEF84HF,1,2,331,92
10,EXRCE,42,12,214,
10,FMFC8H,20,6,116,96
10,GQF11QLC,15,15,****,30
10,HGF88QF,1,7,334A,77
10,HUF44H,1,4,321,90
10,HXRTE,45,12,208,
10,HXRUE,45,12,214,
10,MRF44,3,3,223,70
10,MXRNE,46,12,107,
10,PPF44Q3B,14,8,GYM3,90
10,SCF44HG,5,10,141,92
10,SCF44QLG,5,10,141,P
10,SXRXE,45,12,215,
10,ZLUN,5,5,CAFÉ,
10,ZQCTEERT,1,14,,
10,ZQELLFOR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
12,BCF44T,33,4,204,
12,FQF44QQY,3,3,216,65
12,GAF11QC,84,8,134,
12,GGF11Q18,82,8,147,
12,GMF11Q9,9,9,,
12,GQF11QU2,4,4,LIB,
12,MKFCCTC,2,6,106,65
12,MSF44UQX,1,7,107,
12,PPF44Q2B,8,5,GYM3,
12,PPF44Q3B,8,5,GYM3,
12,ZLUNGTR,8,8,CAFÉ,
12,ZQAPMS,1,13,,
12,ZQCTECWD,1,14,,
12,ZQJUNE18,1,14,,
12,ZQPROBC,1,14,150,
10,AUFC4TA,4,8,232,98
10,BCF44T,38,10,204,100
10,EEF88HF,1,6,122,94
10,EXRCE,42,12,214,
10,FMFC8H,2,7,122,98
10,GQF11QLC,15,15,****,35
10,HGF88HF,2,9,334A,97
10,HUF44H,1,4,321,90
10,HXRTE,45,12,208,
10,HXRUE,45,12,214,
10,MRF44H,5,3,221,92
10,MXRNE,46,12,107,
10,PPF44Q2G,15,10,GYM2,90
10,SCF44H,1,2,141,97
10,SCF44QL,1,2,141,P
10,SXRXE,45,12,215,
10,ZLUN,5,5,CAFÉ,
10,ZQCTEDA,1,14,,
10,ZQELLFOR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
11,EEFGGHQC,3,7,250,92
11,EEFGGHQF,1,4,249,91
11,FMF44UQX,5,8,225,74
11,FXTCE,3,12,105,
11,GQF11QLP,15,15,****,28
11,MPF44UQJ,2,5,208,96
11,PPF44Q2B,3,3,GYM3,85
11,PPF44Q3B,4,3,GYM3,98
11,SDF84UVT,3,9,332,100
11,SPF44H,1,2,229,96
11,SPF44QL,1,2,229,P
11,SXRPE,6,12,125,
11,ZLUN,6,6,CAFÉ,
11,ZQAPFM,1,13,,
11,ZQCTEERT,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG4HG,4,5,336,90
9,FMFC4H,3,7,215,94
9,GQF11QLL,15,15,****,29
9,HGF87HGD,4,9,313,92
9,HGF88HGD,4,10,313,92
9,HXRTE,10,12,122,
9,MEF44HG,2,3,208,92
9,MKF44H,3,6,108,93
9,MXRCE,8,12,207,
9,PPF44Q2B,6,4,GYM3,100
9,PPF44Q3B,6,4,GYM3,90
9,SLF44,1,2,338,85
9,SLF44QL,1,2,338,P
9,SXRKE,8,12,203,
9,ZLUN,8,8,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,AUFC4TA,3,7,232,92
10,BCF44T,22,3,204,66
10,EEF88QW,4,9,246,84
10,EXRCE,72,12,222,
10,FMFC8H,5,10,215,90
10,GQF11QLC,15,15,****,26
10,HUF44QW,2,8,329B,82
10,HXRUE,71,12,222,
10,MRF44HW,1,5,219,92
10,MXRNE,72,12,116,
10,PGF44Q3C,2,3,GYM1,95
10,SCF84HWF,1,6,139,93
10,SCF84QLW,1,6,139,P
10,SXRXE,72,12,222,
10,ZLUN,4,4,CAFÉ,
10,ZQCTEDA,1,14,,
10,ZQIGS,1,14,150,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
10,EEFGGHF,1,3,103,95
10,EXRCE,42,12,214,
10,FMFC8H,2,7,122,96
10,GQF11QLC,15,15,****,26
10,HGF88QF,2,9,334A,88
10,HUF44,4,10,314,76
10,HXRTE,45,12,208,
10,HXRUE,45,12,214,
10,MRF44,10,4,221,82
10,MXRNE,46,12,107,
10,PPF44Q2G,8,6,GYM2,80
10,PPF44Q3G,9,6,GYM2,100
10,SCF44,2,2,138,73
10,SCF44QL,2,2,138,P
10,SXRXE,45,12,215,
10,ULFC4TP,4,8,B39,100
10,ZLUN,5,5,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQELLCUR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
9,AWF84H,3,6,222,90
9,EEFG4,8,3,349,80
9,FJFC4H,2,9,124,91
9,GQF11QLL,15,15,****,34
9,HGF87QQD,8,4,341,85
9,HGF88QQD,8,5,341,85
9,HXRTE,10,12,122,
9,MEF44H,7,10,207,93
