Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2020,"12        ",Male,16,Right-Handed,170,22,150,1,Car,5,0.362,40,Golf,749,465,316,556,711,1000,22,"Same length",70,72,"Ring finger",September,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",6,10,3,"Yes - broadband connection","Text messaging",50,100,15,1,5,6,8,12,10,3,12,1,15,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Musician or singer",Health
USA,NY,2020,"12        ",Female,16,Right-Handed,170,27,0,1,Walk,12,0.3,50,Walking/Hiking,900,800,800,850,900,1000,26,"Right foot",75,70,"Index finger",April,Spring,Yes,Yes,Fruit,Water,Languages,7,9,4,"Yes - broadband connection","Text messaging",60,60,7,2,13,10,5,0,15,18,20,8,1,4,"A lot","Graduate degree",Pop,Invisibility,Happy,Friend,Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,152.4,21,118,2,Car,20,.511,39,Walking/Hiking,700,600,650,600,550,625,22,"Same length",68,70,"Ring finger",November,Winter,Yes,No,"No favorite",Water,"Mathematics and statistics",5,4,14,"Yes - other","Cell phone",10,14,5,2,20,3,0,2,1,2,40,4,0,3,Some,"High school",Other,"Freeze time",Healthy,Other,Environment
USA,NY,2020,"11        ",Female,16,Right-Handed,160.0,17,160.0,1,Walk,5,.388,42,Running/Jogging,1000,1000,1000,1000,500,700,17,"Same length",60,56,"Same length",August,Spring,Yes,No,Pizza/Pasta,Water,Art,7,5,5,"Yes - broadband connection","Text messaging",50,50,24,5,10,3,1,1,5,3,3,2,0,1,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,155,20.5,150,2,"Rail (Train/Tram/Subway)",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,18,Right-Handed,157.5,21,156,2,"Rail (Train/Tram/Subway)",30,0.402,47,Walking/Hiking,800,600,900,900,500,600,21,"Same length",90,100,"Ring finger",January,Fall,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",8,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",31,44,5,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,16,Left-Handed,63,21,63,3,Bus,10,.375,43,Soccer,1000,100,100,700,700,700,23,"Left foot",77,80,"Ring finger",May,Spring,No,No,Pizza/Pasta,Water,English,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,60,1,1,27,20,7,0,15,18,30,12,0,7,"A lot","Graduate degree",Pop,Invisibility,Rich,Relative,"Wildlife, animals"
USA,NY,2020,"12        ",Male,17,Right-Handed,177,26.5,183,3,"Rail (Train/Tram/Subway)",35,0.325,44,Basketball,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"10        ",Male,16,Right-Handed,,,,1,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"10        ",Female,16,Right-Handed,157.4,22.86,143.2,1,Bus,10,.497,49,Lacrosse,50,1000,800,100,50,50,23.52,"Left foot",76.2,80.9,"Ring finger",April,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,8,12,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,5,20,2,5,3,2,0,7,4,2,3,0,2,"A lot","Graduate degree",Country,Fly,Happy,Friend,Other
USA,NY,2020,"12        ",Male,17,Right-Handed,180,38,185,1,Car,8,.345,35,Walking/Hiking,1000,1000,1000,1000,1000,1000,37,"Right foot",25,26,"Ring finger",May,Spring,No,No,"Rice/Noodle dishes",Tea,Science,8,10,4,"Yes - broadband connection","Text messaging",54,63,0,5,6,7,3,4,2,4,6,5,0,4,None,"Graduate degree","Punk rock","Freeze time",Rich,"Business person",Health
USA,NY,2020,"11        ",Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,17,Right-Handed,154.9,24,150,1,Car,10,.334,"32 ",Soccer,1000,1000,1000,1000,503,604,23,"Right foot",72,70,"Index finger",February,Fall,No,No,"Rice/Noodle dishes",Water,History,6,12,4,"Yes - other","Text messaging",50,100,8,5,5,6,3,0,6,3,60,5,0,2,Some,"Graduate degree",Other,Telepathy,Rich,Relative,Environment
USA,NY,2020,"12        ",Male,19,Right-Handed,5'11,11.5,7.45,1,Bus,20,0.61," 98 ",Soccer,80,30,90,30,0,30,11.5,"Right foot",7.6,7.5,"Index finger",January,Summer,No,No,Meat,Tea,"Physical education",8,5,3,"No internet connection","Myspace, Facebook, other social networking sites, or blog",3,1,0,4,9,10,0,7,12,3,0,5,8,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Health
USA,NY,2020,"12        ",Male,16,Right-Handed,183cm,0,0,1,Walk,10-15,0.36,37,Swimming,100,90,80,90,40,90,0,"Same length",0,0,"Ring finger",May,Summer,No,No,Meat,Water,"Mathematics and statistics",6-7,8-9,4,"Yes - broadband connection","Internet chat or instant messaging",50,50,8,14,12,10,4,3,7,2,7,14,0,5,"A lot",Other,Other,Fly,Happy,"Doctor or nurse",Health
USA,NY,2020,"10        ",Male,16,Right-Handed,157,20,142,1,Bus,45,0.786,110,None,200,200,900,799,400,600,20,"Same length",80,6,"Index finger",May,Fall,Yes,No,"No favorite","Soft drink (caffeinated)",Other,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,2,3,1,3,2,0,2,3,4,12,5,8,1,"A lot","Some college","Rap/Hip hop",Fly,Rich,Actor,"Education/Youth development"
USA,NY,2020,"12        ",Male,18,Right-Handed,182.8,33.02,204.2,1,Car,10-15,.446,49,Basketball,727,738,1000,866,647,449,33.02,"Same length",40mm,40mm,"Same length",April,Spring,No,No,Seafood,Water,"Mathematics and statistics",8,7,4,"Yes - broadband connection","Cell phone",10,14,36,128,24,48,158,12,12,54,168,48,12,8,"Very little","Graduate degree","Rap/Hip hop",Fly,Healthy,"Business person",Environment
USA,NY,2020,"10        ",Male,17,Right-Handed,176,24,184,1,Car,10,0.261,36,Basketball,750,750,600,800,100,450,23,"Right foot",3.2'',3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Male,17,Right-Handed,173,28,186,3,"Rail (Train/Tram/Subway)",50,0.315,41,Basketball,600,700,750,500,900,900,28,"Same length",100,100,"Same length",May,Spring,No,No,Meat,Water,Languages,8,10,5,"Yes - broadband connection","In person",50,100,6,1,2,6,1,0,2,2,6,2,0,2,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Healthy,"Sports person","International aid"
USA,NY,2020,"12        ",Female,18,Right-Handed,,,,1,"Rail (Train/Tram/Subway)",30,.28,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"10        ",Female,18,Right-Handed,5'5,9,6,2,Bus,30-45,0.481,76,Basketball,1000,1000,1000,1000,0,0,9,"Same length",30,35,"Same length",May,Spring,Yes,No,Meat,Juice,History,6-8,5-7,5,"Yes - other","Text messaging",2-4,10-20,0,6,2,24,24,10,24,24,24,15,24,24,"A lot","High school","Rap/Hip hop",Invisibility,Happy,"Doctor or nurse",Health
USA,NY,2020,"12        ",Male,16,Ambidextrous,155,23,166,1,Bus,25,,,Walking/Hiking,,,,,,,23,"Same length",70,80,"Ring finger",July,Spring,No,Yes,Desserts,Other,English,10,10,4,"Yes - broadband connection",E-mail,0,0,1,0,15,4,1,0,1,0,14,8,0,0,"A lot","Graduate degree","Rock and roll",Fly,Happy,Relative,"Education/Youth development"
USA,NY,2020,"12        ",Female,16,Right-Handed,155,23,155,3,"Rail (Train/Tram/Subway)",60,0.38,44,Other,176,658,385,604,471,786,23,"Same length",70,76,"Ring finger",February,Spring,No,No,Pizza/Pasta,Juice,Science,6,10,4,"Yes - dial-up connection","Text messaging",20,20,1,0,28,13,3,1,21,7,77,14,0,12,"A lot",Other,Other,Fly,Healthy,Relative,"International aid"
USA,NY,2020,"11        ",Female,16,Right-Handed,177,23,168,1,Walk,4,0.409,41,Basketball,1000,850,800,900,10,500,23,"Same length",70,80,"Ring finger",September,Fall,Yes,No,Fruit,Tea,Science,6,7-8,4,"Yes - broadband connection",Telephone,20,60,50,21,7,20,14,0,15,7,15,0,9,14,Some,Other,"Rap/Hip hop",Fly,Happy,Friend,Environment
USA,NY,2020,"12        ",Male,17,Right-Handed,80,25.5,183,2,"Rail (Train/Tram/Subway)",40,0.829,49,"Hockey (Field)",1000,1000,1000,1000,460,455,26.5,"Left foot",76,77,"Ring finger",September,Summer,No,No,Salads,Juice,Geography,6.5,8.5,4,"Yes - broadband connection","Text messaging",21,15,8,1,28,4,0,0,20,2,10,4,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Politician,Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,170,22,167,1,Car,70,.52,64,Swimming,1000,500,900,300,1000,1000,23,"Left foot",100,70,"Index finger",May,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7-8,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",55,45,10,6,20,9,1,0,25,7,70,30,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,Actor,"International aid"
USA,NY,2020,"12        ",Male,18,Right-Handed,171,62,240,2,"Rail (Train/Tram/Subway)",60,0.38,60,Soccer,950,970,970,970,700,700,61,"Right foot",100,120,"Ring finger",,Summer,No,No,Salads,Water,Art,7,8,4,"Yes - other",,10,12,5,1,10,10,7,7,10,1,10,0,0,10,Some,"Some college","Punk rock","Freeze time",Happy,"Musician or singer",Environment
USA,NY,2020,"10        ",Male,16,Right-Handed,170,,,1,Bus,90,.334,34,Baseball/Softball,631,797,695,481,0,321,,,,,,May,Winter,Yes,No,Fruit,Juice,,6,6,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",7,5,25,0,15,,,,,,,,,,"Very little","Some college","Rap/Hip hop","Freeze time",Happy,"Community leader or elder","International aid"
USA,NY,2020,"12        ",Male,17,Right-Handed,173,27,182,2,"Rail (Train/Tram/Subway)",48,0.268,47,Basketball,1000,900,950,900,850,1000,27.5,"Left foot",100,104,"Ring finger",April,Fall,No,No,Poultry,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","In person",500,530,8,2,12,6,1,4,12,4,20,3,0,8,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Actor,"Education/Youth development"
USA,NY,2020,"12        ",Female,17,Right-Handed,180,24,178,1,"Rail (Train/Tram/Subway)",45,0.635,39,Walking/Hiking,1000,1000,1000,1000,0,1000,24,"Same length",89,76,"Index finger",April,Fall,Yes,No,Meat,Juice,Art,6,10,4,"Yes - other","Text messaging",100,100,4,50,10,15,0,6,130,150,100,7,0,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,"Education/Youth development"
USA,NY,2020,"12        ",Male,17,Right-Handed,175,27,69,3,"Rail (Train/Tram/Subway)",30,0.466,42,Athletics,727,727,80,500,680,786,27,"Same length",8,8,"Same length",February,Spring,Yes,No,Desserts,Water,"Physical education",7,8,3,"Yes - broadband connection","Text messaging",30,100,2,1,25,5,15,8,110,112,31,0,0,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,Health
USA,NY,2020,"12        ",Male,18,Right-Handed,180,26,185,2,Bus,20,.272,32,Soccer,1000,1000,1000,1000,1000,1000,185,"Same length",72,76,"Ring finger",May,Spring,No,No,Meat,Water,Science,6,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",21,35,6,1,21,10,14,2,4,2,56,0,4,8,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,NY,2020,"11        ",Female,17,Right-Handed,152,23,152,1,Car,8,.338,40,Baseball/Softball,800,800,800,800,800,800,20,"Right foot",50,56,"Ring finger",February,Fall,Yes,Yes,Pizza/Pasta,Water,English,8,6,2,"Yes - broadband connection","Text messaging",100,100,16,8,12,1,12,.5,0,8,20,24,0,8,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Musician or singer",Environment
USA,NY,2020,"12        ",Female,16,Ambidextrous,152,23,160,1,Car,4,0.286,50,Bowling,679,882,524,513,636,952,22,"Right foot",85,75,"Index finger",February,Spring,Yes,No,Meat,Milk,Science,5,10,4,"Yes - broadband connection","Text messaging",3,5,0,1,30,20,5,2,5,1,120,5,0,2,Some,"Graduate degree",Jazz,Fly,Healthy,Teacher,Health
USA,NY,2020,"12        ",Male,18,Right-Handed,172.7,21.59,177.8,4,"Rail (Train/Tram/Subway)",20,0.023,39,Basketball,1000,1000,1000,1000,500,1000,21.59,"Same length",40,40,"Same length",September,Summer,Yes,No,"Rice/Noodle dishes",Tea,History,7,11,3,"Yes - broadband connection","Text messaging",73,120,24,48,34,10,72,96,96,75,96,0,48,98,"A lot","High school","Rap/Hip hop","Super strength",Happy,"Sports person",Environment
USA,NY,2020,"12        ",Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Male,17,Right-Handed,170.1,26,,1,"Rail (Train/Tram/Subway)",15,.3,42,Baseball/Softball,400,200,600,400,300,1000,25,"Right foot",8,9,"Index finger",November,Spring,No,No,Poultry,"Soft drink (caffeinated)","Computers and technology",7,10,7,"Yes - broadband connection","Text messaging",4,5,4,24,3,10,0,4,24,3,48,0,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer",Health
USA,NY,2020,"12        ",Female,17,Right-Handed,161,24,166,2,"Rail (Train/Tram/Subway)",45,0.489,51,Running/Jogging,1000,900,800,900,600,600,24,"Right foot",95,85,"Index finger",December,Summer,No,No,Fruit,Water,History,9,10,4,"Yes - broadband connection","Text messaging",75,100,20,2,20,15,9,0,10,8,15,10,0,3,"A lot","Graduate degree",Pop,Fly,Happy,Friend,Environment
USA,NY,2020,"12        ",Female,15,Right-Handed,168,24,154,2,Car,4,0.386,37,Baseball/Softball,400,600,500,300,800,900,23,"Right foot",70,76,"Ring finger",October,Summer,No,No,Meat,Tea,History,7,11,4,"Yes - other","Internet chat or instant messaging",5,4,45,2,5,10,8,0,15,2,25,6,0,1,Some,"Graduate degree",Pop,Fly,Famous,"Musician or singer",Religious
USA,NY,2020,"10        ",Male,15,Left-Handed,183,30,91,2,Car,8,0.301,37,Basketball,,,,,,,25,"Same length",76,76,"Same length",August,Summer,No,No,Meat,Water,"Physical education",8,8,6,"Yes - broadband connection","Text messaging",40,60,20,56,21,10,7,14,22,2,70,6,0,17,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Business person",Health
USA,NY,2020,"12        ",Male,17,Right-Handed,160,26.5,159,4,"Rail (Train/Tram/Subway)",30,0.41,46,Dancing,872,508,134,856,1000,1000,26,"Right foot",80,80,"Same length",July,Summer,No,Yes,Pizza/Pasta,Water,"Mathematics and statistics",8,8,4,"Yes - broadband connection","Text messaging",200,450,7,7,10,30,15,0,3,3,20,7,0,20,Some,"Graduate degree",Pop,"Freeze time",Rich,"Business person","International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,160,15,155,2,Car,10,.73,61,None,900,900,1000,1000,750,850,15,"Same length",127,127,"Same length",April,Summer,No,No,Pizza/Pasta,Water,Science,7,10,4,"Yes - other","Text messaging",200,200,12,0,12,8,6,0,2,3,5,2,0,7,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,"Sports person",Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,161,24,166,2,"Rail (Train/Tram/Subway)",45,0.489,51,Running/Jogging,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,16,Right-Handed,163,21,160,3,"Rail (Train/Tram/Subway)",60,0.313,52,Swimming,950,950,800,1000,700,900,21,"Left foot",64,66,"Ring finger",December,Winter,Yes,No,"Rice/Noodle dishes",Water,Art,5,9,5,"Yes - broadband connection","Text messaging",20,320,0,0.5,35,20,0,2,10,3,40,8,0,8,"A lot","Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,169,28,169,3,Walk,30,0.458,43,Dancing,1000,1000,1000,1000,1000,1000,28,"Same length",78.74,81.28,"Ring finger",November,Fall,No,No,Seafood,Water,Music,6,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,70,6,28,18,28,2,0,6,7,40,30,0,10,Some,"Some college",Classical,"Freeze time",Healthy,"Doctor or nurse",Environment
USA,NY,2020,"12        ",Male,17,Right-Handed,183,25,188,2,Car,10,.325,34,Other,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,16,Right-Handed,170,25,170,2,"Rail (Train/Tram/Subway)",50,0.537,41,Swimming,1000,888,503,658,1000,1000,24,"Right foot",69,73,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,Water,Science,8,10,2,"Yes - broadband connection","Text messaging",17,29,1,3,18,7,1,0,8,4,24,8,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,NY,2020,"11        ",Male,17,Right-Handed,185,28,229,1,Walk,15,".37 ",90sec,Tennis,800,700,400,400,500,600,28,"Right foot",113,114,"Index finger",December,Winter,Yes,No,Meat,Water,Other,6,6.5,3,"Yes - other","Text messaging",12,10,0,.25,3,2,7,40,50,2,50,30,0,2,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person","Arts, culture, sports"
USA,NY,2020,"12        ",Female,17,Right-Handed,5'7,170.2,172.1,2,Car,10,.288,37,Soccer,1000,900,700,800,500,800,24.13,"Right foot",165.1,158.8,"Ring finger",December,Fall,Yes,No,Soups,Water,Art,6,8,6,"Yes - other","Text messaging",8,10,4,7,5,10,12,2,10,7,5,6,18,6,Some,"Graduate degree","Punk rock","Freeze time",Healthy,Relative,Environment
USA,NY,2020,"12        ",Male,18,Right-Handed,170.1,22.22,173.6,1,Car,10," .358",42,Other,930,856,941,941,695,711,23.17,"Left foot",6.985,6.985,"Same length",March,Winter,Yes,No,Desserts,Water,English,4,8,2,"Yes - broadband connection","Text messaging",14,17,0,0,7,7,0,25,0,4,49,0,26,4,"Very little","Graduate degree",Other,"Freeze time",Rich,Other,Other
USA,NY,2020,"12        ",Female,17,Right-Handed,180,28,182,1,Car,20,.396,50,Athletics,1000,700,700,500,200,300,25,"Right foot",76,77,"Index finger",July,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",7,5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,20,3,10,10,20,50,1,14,5,20,20,12,5,Some,"Undergraduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2020,"11        ",Male,27,Ambidextrous,175.3,22.86,100,3,Car,15,.394,37,Soccer,750,750,300,500,900,900,22.86,"Same length",8.3,8,"Index finger",October,Winter,Yes,No,Desserts,"Soft drink (caffeinated)","Mathematics and statistics",4,6,1,"Yes - broadband connection","Text messaging",200,200,2,8,0,4,1,0,5,8,40,14,40,4,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,"Education/Youth development"
USA,NY,2020,"10        ",Female,17,Left-Handed,144,15,30,1,Bus,10,0.842,46,Soccer,1000,1000,1000,1000,1000,1000,15,"Same length",60,50,"Index finger",February,Fall,No,No,Desserts,Water,History,8,9,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,0,0,2,0,0,0,6,0,6,0,0,1,Some,"Graduate degree","Punk rock",Fly,Happy,"Musician or singer","International aid"
USA,NY,2020,"12        ",Male,17,Right-Handed,69,11.5,170,2,Bus,20,0.04,49,Basketball,8,9,7,7,8,8,11.4,"Right foot",29,30,"Ring finger",May,Fall,No,No,"Rice/Noodle dishes",Water,"Computers and technology",7,10,5,"Yes - broadband connection","In person",20,25,0,0,20,7,0,14,20,4,35,0,0,3,Some,"High school","Rap/Hip hop",Invisibility,Rich,Actor,Health
USA,NY,2020,"12        ",Male,17,Right-Handed,183,25,188,2,Car,10,.325,34,Other,989,893,765,979,845,845,25,"Same length",68,71,"Ring finger",January,Winter,No,No,Breads/Sandwiches,Water,Science,7,10,3,"Yes - broadband connection","Internet chat or instant messaging",4,10,8,0,15,15,0,25,10,0,10,0,0,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Actor,"International aid"
USA,NY,2020,"12        ",Female,17,Left-Handed,180,25,90,2,Bus,20,0.240,28,"Martial Arts",968,802,909,893,508,770,25.4,"Left foot",85,90,"Same length",May,Winter,No,No,Meat,Milk,Art,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,50,4,7,10,6,15,10,20,7,5,4,5,8,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,"Sports person","Wildlife, animals"
USA,NY,2020,"12        ",Female,17,Right-Handed,162.7,23.3,169,2,Car,35,0.443,65,Other,,,,,,,23.5,"Same length",70,70,"Same length",March,Spring,No,No,Breads/Sandwiches,Water,Art,4,11,5,"Yes - dial-up connection","Text messaging",62,89,30,7,42,"10 ",5,0,0,3,140,4,0,14,"A lot",Other,Pop,Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Male,18,Left-Handed,187,29,177,1,Car,12,0.402,41,Baseball/Softball,200,440,700,600,800,1000,29,"Same length",88,90,"Ring finger",April,Spring,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",7,9,4,"Yes - other","Text messaging",25,50,6,1,3,5,10,1,3,2,50,0,0,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Business person",Health
USA,NY,2020,"12        ",Female,17,Right-Handed,175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"11        ",Female,16,Right-Handed,"160 ","24 cm",72,1,Bus,"40 ",3.305,43,Dancing,900,700,900,900,1000,900,"24 cm","Same length",100,80,"Index finger",April,Fall,Yes,No,Seafood,Water,English,"7 ",10,3,"Yes - broadband connection","Text messaging",300,250,20,12,"10 ",2,1,1,15,5,30,2,0,6,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,163,24,159,2,"Rail (Train/Tram/Subway)",60,0.708,48,Dancing,861,674,588,845,1000,1000,24,"Same length",7,6,"Index finger",March,Summer,Yes,No,"No favorite",Water,"Social studies",6,7,3,"Yes - other","Internet chat or instant messaging",0,1,5,0,40,3,4,0,2,1,60,0,0,5,Some,"Graduate degree",Pop,Fly,Happy,Relative,"Education/Youth development"
USA,NY,2020,"12        ",Female,16,Right-Handed,178,22,178,2,"Rail (Train/Tram/Subway)",25,0.361,35,Soccer,829,690,348,695,417,663,22,"Right foot",7,7,"Same length",November,Fall,No,No,Poultry,Water,Languages,7,10,4,"Yes - broadband connection","In person",15,20,10,20,12,10,10,5,20,2,8,5,10,3,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2020,"12        ",Female,16,Right-Handed,0,0,0,1,Car,30,0.298,40,Swimming,1000,890,840,840,840,830,0,,0,0,"Same length",July,Summer,No,No,Seafood,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",15,20,3,3,20,8,14,2,5,2,10,2,0,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Doctor or nurse",Other
USA,NY,2020,"12        ",Female,17,Right-Handed,168.3,24.7,170.2,1,Car,12,.537,32,Soccer,594,465,711,733,524,711,24.8,"Left foot",76.2,78.7,"Ring finger",December,Fall,Yes,No,Fruit,Water,Art,6,8,3,"Yes - other","Text messaging",,,15,3,10,20,3,0,14,7,20,2,20,10,Some,"Undergraduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,161,249,157,1,Car,30,.375,30,"Martial Arts",503,900,283,91,1000,1000,260,"Left foot",63.5,63.5,"Same length",June,Spring,Yes,No,Pizza/Pasta,Water,Art,5,12,3,"Yes - other","Cell phone",32,63,28,35,25,14,0,0,49,30,40,0,0,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Education/Youth development"
USA,NY,2020,"12        ",Female,17,Right-Handed,168.5,24,176,3,"Rail (Train/Tram/Subway)",60,0.542,46,Walking/Hiking,898,818,727,572,283,642,23.5,"Right foot",78,77,"Index finger",August,Spring,No,No,"Rice/Noodle dishes",Water,English,6,9,7,"Yes - broadband connection","Text messaging",1000,1000,8,12,36,40,2,0,12,60,80,9,0,25,Some,"Graduate degree","Rap/Hip hop",,Happy,Relative,"International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,159,23,159,1,Bus,30,0.474,44,Walking/Hiking,775,690,380,636,1000,1000,22,"Right foot",91,96,"Ring finger",March,Summer,Yes,No,Desserts,Water,Science,6.5,9,2,"Yes - broadband connection","In person",28,117,10,2,20,8,0,0,25,4,15,11,6,1,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,165.1,21.2,156.5,2,"Rail (Train/Tram/Subway)",20,0.515,47,Skateboarding/Rollerblading,1000,1000,800,800,900,1000,22,"Left foot",6.0,6.5,"Ring finger",July,Spring,No,No,Pizza/Pasta,Water,English,6,12,5,"Yes - broadband connection","Text messaging",100,100,5,6,10,10,0,0,10,10,20,2,0,0,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,NY,2020,"12        ",Male,17,Right-Handed,188,28,190,1,Car,6,0.433,49,Lacrosse,500,600,250,250,700,700,28,"Same length",84,74,"Index finger",June,Summer,No,No,Meat,Juice,Other,7,9,3,"Yes - broadband connection","Text messaging",25,50,4,1,5,12,1,15,8,1,1,0,17,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,169,23.5,175,2,"Rail (Train/Tram/Subway)",55,0.434,53,Running/Jogging,900,875,850,875,610,750,23,"Right foot",100,103,"Ring finger",September,Fall,Yes,Yes,Vegetables,Water,English,6.5,9,4,"Yes - broadband connection","In person",48,55,21,0.5,26,13,5,0,3.5,2.5,21,4,1,1,Some,"Undergraduate degree",Pop,Fly,Happy,Other,Environment
