Grade,Course,Section,Period,Room,Mark1
9,MEF44H,7,10,207,92
11,AUFC4TA,6,10,232,69
11,MRF44QT,14,10,107,65
9,EEFG4H,9,10,349,91
9,SLF44QF,2,10,231,74
11,MKFC4TC,6,10,322,65
9,MKF44,6,10,106,82
10,AUFC4TA,6,10,232,84
9,MRF44QG,14,10,107,74
9,PPF44Q2G,15,10,GYM2,65
10,PPF44Q3B,19,10,GYM3,100
10,UAF44Q2,8,10,235,68
11,SPF44,8,10,229,82
9,MEF44,7,10,207,82
9,FSFC8,13,10,122,87
9,FJFC4H,3,10,124,100
11,PPF44Q2B,18,10,GYM3,90
11,PPF44Q3B,18,10,GYM3,90
9,HGF88HQD,10,10,326,93
9,FKFC4H,6,10,114,100
9,MRF44,26,10,208,66
11,MRF44QG,14,10,107,71
9,SCF44,14,10,139,66
10,EEF88,7,10,331,75
9,FKFC4H,6,10,114,98
9,FKFC4H,6,10,114,100
10,HUF44UQX,6,10,213,90
10,EEF88QT,13,10,336,84
11,PPF44Q2G,14,10,GYM2,75
11,PPF44Q3G,15,10,GYM2,70
10,HUF44UQX,6,10,213,83
9,MEF44QG,10,10,203,65
10,HQFC4TH,2,10,323,98
12,EEFGGQGC,4,10,250,71
11,PPF44Q2B,18,10,GYM3,80
11,PPF44Q3B,18,10,GYM3,90
9,HGF88QQD,10,10,326,70
10,HUF44QG,6,10,315,70
10,SCF44,13,10,138,68
9,FSFC8H,13,10,122,91
11,SPF44,8,10,229,72
9,EEFG4,9,10,349,70
9,HGF88QWD,20,10,307,70
9,HQF44HH,1,10,311,91
9,SLF44QF,2,10,231,83
9,SLF44,11,10,228,85
9,PGF44Q2C,9,10,GYM1,85
9,PHF44Q3,9,10,B17,80
10,EEF88QG,13,10,336,70
9,MEF44QG,9,10,211,67
10,MKFC4TC,6,10,322,98
11,PPF44Q2G,15,10,GYM2,80
11,PPF44Q3G,14,10,GYM2,85
9,PPF44Q2B,19,10,GYM3,80
9,UAF44Q3,8,10,235,66
9,FKFC4H,6,10,114,97
10,EEF88QW,5,10,246,65
9,HGF88QQD,10,10,326,68
11,EEFGGQTC,4,10,250,65
10,SCF44,13,10,138,65
9,AWF84,5,10,222,84
11,AUFC4TA,6,10,232,80
10,PPF44Q3B,18,10,GYM3,90
10,UAF44Q2,8,10,235,66
11,SDF44QGE,5,10,341,68
10,EEFGGQGC,4,10,250,65
10,PGF44Q2C,9,10,GYM1,65
10,UAF44Q3,8,10,235,66
9,MKF44,6,10,106,65
10,SCF44,14,10,139,67
10,HUF44QT,6,10,315,65
9,MEF44H,7,10,207,93
11,EEFGGQGC,4,10,250,87
9,SDF44,3,10,226,85
9,MEF88QG,3,10,105,77
10,HQFC4TH,2,10,323,80
9,PPF44Q3B,18,10,GYM3,90
10,MRF44,26,10,208,85
11,AWF84,5,10,222,76
11,SDF44QGE,5,10,341,88
9,FFFC4H,2,10,111,95
11,MRF44QT,14,10,107,68
10,PGF44Q2C,9,10,GYM1,85
10,PPF44Q3G,15,10,GYM2,65
10,FSFC8,13,10,122,65
9,MEF88QG,3,10,105,65
9,SLF44H,11,10,228,90
11,MRF44QG,14,10,107,73
12,BCF44T,28,10,204,85
10,EEF88,7,10,331,88
10,EEF88QW,5,10,246,65
9,SLF44QG,7,10,238,88
10,HUF44QT,6,10,315,70
10,MKFC4TC,6,10,322,96
9,PHF44H3,9,10,B17,93
9,PPF44Q2G,15,10,GYM2,70
12,FFFC4H,2,10,111,95
10,UAF88Q3,8,10,235,71
9,PPF44Q2B,19,10,GYM3,90
9,PPF44Q3B,18,10,GYM3,90
9,SLF44QF,2,10,231,87
10,EEF88,8,10,146,65
11,MRF44QG,14,10,107,65
9,SLF44QF,2,10,231,75
9,PHF44H3,9,10,B17,95
9,PPF44Q2B,19,10,GYM3,100
9,FSFC8,13,10,122,84
9,HGF88QQD,10,10,326,68
9,MKF44,6,10,106,80
9,HGF88QWD,20,10,307,70
9,SLF44,12,10,338,85
9,EEFGGQGC,4,10,250,65
10,HUF44QQB,3,10,333,82
9,SDF44H,3,10,226,97
9,SLF44,11,10,228,80
10,HUF44QQB,3,10,333,80
9,SLF44QT,7,10,238,75
12,PPF44Q2G,15,10,GYM2,65
9,MKF44H,6,10,106,98
9,HGF84QF,3,10,334A,65
10,PPF44Q2B,19,10,GYM3,90
10,PPF44Q3B,18,10,GYM3,75
9,MEF44,7,10,207,85
9,PHF44Q3,9,10,B17,81
9,PPF44Q2B,18,10,GYM3,80
9,MKF44,6,10,106,72
10,SCF44,13,10,138,73
11,PPF44Q2B,18,10,GYM3,90
11,PPF44Q3B,18,10,GYM3,90
11,EEF44UCC,3,10,347,71
10,HUF44UQX,6,10,213,83
9,MEF44HT,9,10,211,90
9,PHF44Q3,9,10,B17,76
9,PPF44Q2G,15,10,GYM2,80
11,SCF44,13,10,138,76
9,HGF84QF,3,10,334A,65
9,FLFC4HH,2,10,115,97
9,EEFG4H,9,10,349,90
11,PGF44Q3C,9,10,GYM1,98
11,UAF88Q2,8,10,235,73
10,PPF44Q2G,14,10,GYM2,82
10,UAF44Q3,8,10,235,72
10,EEF88,7,10,331,80
9,FJFC4H,3,10,124,98
10,SCF44QG,5,10,141,83
9,SDF44H,3,10,226,97
11,PGF44Q2C,9,10,GYM1,75
11,UAF88Q3,8,10,235,66
9,HGF88QQD,10,10,326,70
10,EEF88QT,13,10,336,65
11,SPF44H,8,10,229,90
11,PGF44Q2C,9,10,GYM1,92
11,PPF44Q3B,18,10,GYM3,95
9,SLF44QG,7,10,238,87
9,HGF88HTD,4,10,313,92
10,SCF44H,13,10,138,90
9,MEF44QW,3,10,104,86
11,EEFGGHGC,4,10,250,98
10,PPF44Q2G,15,10,GYM2,95
10,PPF44Q3G,14,10,GYM2,100
10,BCF44T,38,10,204,75
10,PPF44Q2B,19,10,GYM3,95
11,FSFC8,13,10,122,77
10,PPF44Q3G,15,10,GYM2,65
10,UAF44H2,8,10,235,100
11,MRF44QT,14,10,107,65
11,PPF44Q2B,19,10,GYM3,90
11,PPF44Q3B,19,10,GYM3,90
9,PPF44Q2G,14,10,GYM2,89
9,PPF44Q3G,14,10,GYM2,88
9,SLF44QF,2,10,231,70
11,AUFC4TA,6,10,232,82
9,MEF44,7,10,207,86
9,HGF84QF,3,10,334A,80
9,EEFCCHQD,1,10,346,94
11,PGF44Q3C,9,10,GYM1,94
9,PPF44Q2G,14,10,GYM2,78
9,PPF44Q3G,14,10,GYM2,83
9,SLF44,12,10,338,85
10,FSFC8H,13,10,122,93
10,ULFC4TP,6,10,B39,95
9,FMFC8H,5,10,215,97
10,MRF44,26,10,208,82
9,SLF44H,11,10,228,96
9,EEFG4H,9,10,349,97
11,PGF44Q2C,9,10,GYM1,95
11,PGF44Q3C,9,10,GYM1,95
9,HGF88QWD,20,10,307,88
9,FMFC8H,5,10,215,97
11,PGF44Q3C,9,10,GYM1,96
11,UAF88H2,8,10,235,90
10,SCF44H,14,10,139,95
10,AUFC4TA,6,10,232,85
9,HGF88QQD,10,10,326,80
9,HGF88QWD,20,10,307,65
10,PPF44Q3B,19,10,GYM3,90
10,UAF44Q2,8,10,235,66
9,SDF44H,3,10,226,96
9,FFFC4H,2,10,111,91
11,PPF44Q2G,15,10,GYM2,100
11,PPF44Q3G,15,10,GYM2,95
9,AWF84,5,10,222,86
10,HUF44UQX,6,10,213,86
9,SLF44,12,10,338,82
10,SCF44H,13,10,138,96
9,HQF44HH,1,10,311,91
9,HGF84HF,3,10,334A,90
10,MKFC4TC,6,10,322,94
12,SPF44H,8,10,229,90
9,PPF44Q2G,14,10,GYM2,91
9,PPF44Q3G,14,10,GYM2,93
9,FLFC4HH,2,10,115,95
9,FMFC4H,4,10,116,100
9,FMFC4H,4,10,116,99
10,HUF44UQX,6,10,213,81
9,FMFC4H,4,10,116,94
9,SLF44QF,2,10,231,68
10,BCF44T,38,10,204,75
10,PPF44Q2B,19,10,GYM3,90
11,EEF88QG,13,10,336,75
10,MKFC4TC,6,10,322,95
9,FMFC8,5,10,215,75
9,SLF44QG,7,10,238,69
10,BCF44T,28,10,204,100
10,PPF44Q3G,15,10,GYM2,100
9,MKF44H,6,10,106,98
9,MRF44QG,13,10,205,87
9,HGF84QF,3,10,334A,86
9,HGF84QF,3,10,334A,88
12,EEF44UCC,3,10,347,85
10,HUF44UQX,6,10,213,80
11,HUF44,4,10,314,85
10,PPF44Q3B,18,10,GYM3,90
10,PPF44Q2B,18,10,GYM3,80
10,PPF44Q3B,18,10,GYM3,90
11,PPF44Q3G,15,10,GYM2,65
9,MEF44QT,10,10,203,65
9,FMFC4,4,10,116,83
10,BCF44T,28,10,204,100
10,PPF44Q3G,15,10,GYM2,90
11,EEFGGHGC,4,10,250,91
9,SDF44H,3,10,226,99
9,HGF88HGD,4,10,313,95
10,PPF44Q3B,18,10,GYM3,95
10,UAF44H2,8,10,235,93
9,SLF44QG,7,10,238,80
9,MEF44HT,10,10,203,90
9,MEF44QG,10,10,203,75
11,MRF44QG,13,10,205,87
10,SCF44,13,10,138,81
9,HGF88QTD,4,10,313,80
10,EEF88,8,10,146,72
10,BCF44T,28,10,204,100
10,PPF44Q3G,15,10,GYM2,90
11,SDF44QGE,5,10,341,80
10,FMFC8H,5,10,215,90
10,BCF44T,38,10,204,65
10,PPF44Q2B,18,10,GYM3,90
11,SDF44QGE,5,10,341,70
9,PHF44H3,9,10,B17,95
9,PPF44Q2G,14,10,GYM2,90
11,ULFC4TP,6,10,B39,87
9,EEFG4,9,10,349,83
10,ULFC4TP,6,10,B39,65
11,HUF44H,4,10,314,92
9,HGF84QF,3,10,334A,65
11,PPF44Q2G,14,10,GYM2,94
11,PPF44Q3G,14,10,GYM2,93
11,HUF44,4,10,314,82
10,SCF44H,14,10,139,92
12,ULFC4TP,6,10,B39,97
9,AUFC4TA,6,10,232,100
11,SDF44HGE,5,10,341,93
10,HUF44,4,10,314,65
9,FJFC4,3,10,124,66
11,SDF44HTE,5,10,341,95
9,HQF44HH,1,10,311,92
9,MEF44,7,10,207,83
9,ULFC4TP,6,10,B39,69
12,BCF44T,28,10,204,85
12,PPF44Q3B,19,10,GYM3,90
10,EEF88QG,13,10,336,84
9,SLF44,12,10,338,88
9,HGF84QF,3,10,334A,82
11,AWF84,5,10,222,85
9,HGF88QQD,10,10,326,72
9,PPF44Q3B,18,10,GYM3,75
9,HGF88QQD,6,10,316,83
10,EEF88,8,10,146,87
11,MEF88QG,3,10,105,75
9,FFFC4,2,10,111,67
9,SCF44H,14,10,139,92
10,ULFC4TP,6,10,B39,94
9,SLF44QT,7,10,238,69
9,SDF44H,3,10,226,94
10,MRF44,26,10,208,85
9,MEF44QW,3,10,104,82
11,PPF44Q3B,19,10,GYM3,90
11,UAF88Q2,8,10,235,67
9,SCF44,14,10,139,85
10,MEF88QT,3,10,105,76
9,SLF44QG,7,10,238,84
11,PPF44Q2B,19,10,GYM3,85
11,UAF88Q3,8,10,235,66
9,MEF44QT,10,10,203,77
11,EEFCCHQD,1,10,346,94
10,EEF88,8,10,146,88
10,EEF88H,8,10,146,96
9,HGF84QF,3,10,334A,65
9,MEF88HG,3,10,105,92
10,PPF44Q2G,14,10,GYM2,83
10,PPF44Q3G,14,10,GYM2,86
10,HUF44QG,6,10,315,88
10,HUF44QG,6,10,315,88
9,HGF88QGD,4,10,313,78
9,HGF84HF,3,10,334A,94
9,MEF44,7,10,207,78
10,HUF44UQX,6,10,213,84
10,EEF88H,7,10,331,90
9,FJFC4H,3,10,124,95
9,FMFC4,4,10,116,66
10,HQFC4TH,2,10,323,87
10,PPF44Q2B,18,10,GYM3,80
10,UAF44H3,8,10,235,98
9,SLF44QG,7,10,238,85
10,BCF44T,38,10,204,75
10,PGF44Q2C,9,10,GYM1,95
9,MKF44,6,10,106,81
11,EEF44UCC,3,10,347,85
12,EEFGGQGC,4,10,250,88
10,SCF44QG,5,10,141,70
12,MRF44QG,13,10,205,65
9,MEF44QW,3,10,104,83
11,EEF44UCC,3,10,347,86
10,HUF44UQX,6,10,213,82
9,AWF84,5,10,222,88
10,ULFC4TP,6,10,B39,94
11,MRF44QG,13,10,205,80
9,SDF44,3,10,226,76
10,SCF44QG,5,10,141,80
9,HQF44QH,1,10,311,85
11,SDF44QTE,5,10,341,88
9,PHF44Q2,9,10,B17,83
9,PPF44Q2B,19,10,GYM3,100
9,UAF44H3,8,10,235,99
11,MRF44QG,14,10,107,84
9,MEF44QG,9,10,211,75
9,HGF88HGD,4,10,313,96
10,SCF44,14,10,139,78
9,HGF88QQD,10,10,326,65
9,HGF88QTD,4,10,313,65
9,HGF88HQD,6,10,316,94
11,PPF44Q2B,18,10,GYM3,80
11,UAF88Q3,8,10,235,71
11,ULFC4TP,6,10,B39,81
10,PPF44Q2G,14,10,GYM2,82
10,PPF44Q3G,14,10,GYM2,90
9,PHF44H2,9,10,B17,97
9,PPF44Q3G,15,10,GYM2,80
9,AUFC4TA,6,10,232,66
9,FMFC8H,5,10,215,97
10,MRF44QG,14,10,107,65
9,FLFC4HH,2,10,115,93
10,PGF44Q2C,9,10,GYM1,85
10,PGF44Q3C,9,10,GYM1,88
10,HUF44UQX,6,10,213,85
9,SLF44HF,2,10,231,97
11,PPF44Q2B,19,10,GYM3,100
11,PPF44Q3B,19,10,GYM3,100
9,SDF44H,3,10,226,97
9,EEF88,8,10,146,79
10,MKFC4TC,6,10,322,93
11,HUF44,4,10,314,83
10,HUF44UQX,6,10,213,84
11,PPF44Q3B,18,10,GYM3,90
11,AWF84,5,10,222,88
10,MRF44H,26,10,208,93
9,PHF44Q2,9,10,B17,65
9,PPF44Q3G,14,10,GYM2,83
9,FKFC4H,6,10,114,94
11,EEF44UCC,3,10,347,71
9,SLF44,12,10,338,83
11,PPF44Q2G,14,10,GYM2,73
11,UAF88Q3,8,10,235,71
10,MRF44QT,13,10,205,65
9,SCF44,14,10,139,88
9,HGF88HQD,6,10,316,99
9,SLF44H,12,10,338,93
10,PPF44Q2B,19,10,GYM3,90
10,PPF44Q3B,19,10,GYM3,90
11,SCF44,13,10,138,65
9,MEF44QG,9,10,211,78
10,HUF44,4,10,314,81
12,PPF44Q2B,19,10,GYM3,100
12,PPF44Q3B,19,10,GYM3,90
9,FJFC4H,3,10,124,94
9,HGF88QQD,6,10,316,75
11,SDF44QTE,5,10,341,65
12,EEFGGHGC,4,10,250,96
11,EEFGGHGC,4,10,250,97
9,AWF84,5,10,222,73
10,BCF44T,28,10,204,100
10,PPF44Q3G,15,10,GYM2,95
12,PGF44Q2C,9,10,GYM1,95
12,PGF44Q3C,9,10,GYM1,95
9,HGF88QQD,6,10,316,77
9,MEF44QG,10,10,203,80
10,BCF44T,38,10,204,100
10,PPF44Q2G,15,10,GYM2,70
9,SLF44H,11,10,228,96
9,FKFC4,6,10,114,72
9,SLF44QT,7,10,238,71
10,HUF44HQB,3,10,333,92
11,EEF44UCC,3,10,347,94
11,SCF44QG,5,10,141,65
11,EEFGGHTC,4,10,250,95
9,AWF84,5,10,222,81
10,HUF44UQX,6,10,213,90
10,AUFC4TA,6,10,232,100
9,FMFC4H,4,10,116,100
11,BCF44T,38,10,204,70
11,PGF44Q2C,9,10,GYM1,95
11,PPF44Q3G,15,10,GYM2,70
11,UAF88Q2,8,10,235,71
11,HUF44HG,6,10,315,91
9,HGF88HQD,10,10,326,97
10,MRF44QT,13,10,205,73
11,SPF44,8,10,229,65
9,PPF44Q2B,19,10,GYM3,65
9,PPF44Q3B,19,10,GYM3,65
9,SLF44,11,10,228,80
10,PPF44Q2B,19,10,GYM3,80
10,UAF44Q3,8,10,235,66
10,HUF44HQB,3,10,333,96
9,HUF44QQB,3,10,333,65
9,PHF44Q3,9,10,B17,87
9,PPF44Q2B,18,10,GYM3,85
9,HGF88QQD,10,10,326,65
11,SPF44H,8,10,229,90
10,SCF44,14,10,139,70
9,FSFC8,13,10,122,81
10,HUF44QQB,3,10,333,85
11,PGF44Q3C,9,10,GYM1,97
11,UAF88H2,8,10,235,99
9,AUFC4TA,6,10,232,70
11,PPF44Q3G,15,10,GYM2,90
11,UAF88H2,8,10,235,96
10,EEFCCQQD,1,10,346,66
11,MRF44H,26,10,208,100
9,MEF44QT,10,10,203,70
9,SLF44HT,7,10,238,90
10,EEF88QW,5,10,246,84
10,EEF88,8,10,146,80
10,MRF44QG,13,10,205,65
9,SLF44H,12,10,338,95
9,HGF88QQD,6,10,316,65
10,SCF44H,13,10,138,90
9,MEF44QW,3,10,104,65
9,SLF44H,12,10,338,94
9,MEF88QT,3,10,105,80
11,FSFC8,13,10,122,74
9,MEF44QT,10,10,203,66
11,SPF44,8,10,229,82
9,HGF88QWD,20,10,307,65
9,HGF88QTD,4,10,313,69
9,SLF44H,12,10,338,96
12,EEF88QW,5,10,246,77
12,FFFC4,2,10,111,67
9,MEF44QG,10,10,203,67
10,FSFC8,13,10,122,66
9,SLF44QT,7,10,238,85
11,BCF44T,28,10,204,84
11,PGF44Q3C,9,10,GYM1,92
11,HUF44H,4,10,314,91
11,ULFC4TP,6,10,B39,85
9,HGF88HQD,6,10,316,94
9,HQF44QH,1,10,311,80
9,SDF44,3,10,226,87
9,PHF44Q2,9,10,B17,71
9,PPF44Q3B,18,10,GYM3,80
9,MRF44,26,10,208,86
9,HGF84QF,3,10,334A,80
10,SCF44QG,5,10,141,87
11,EEF44UCC,3,10,347,80
9,MEF44,7,10,207,88
11,SPF44,8,10,229,70
9,FJFC4H,3,10,124,99
9,HGF84HF,3,10,334A,93
9,FMFC4H,4,10,116,96
9,HGF88HQD,10,10,326,92
10,PPF44Q2B,19,10,GYM3,90
10,PPF44Q3B,18,10,GYM3,90
11,SDF44,3,10,226,76
9,MEF44QT,9,10,211,71
9,PHF44Q3,9,10,B17,65
9,PPF44Q2G,15,10,GYM2,70
11,EEF44UCC,3,10,347,67
11,PPF44Q3B,18,10,GYM3,90
9,HGF88QQD,6,10,316,83
10,EEF88HG,13,10,336,91
9,HGF88QWD,20,10,307,70
9,FKFC4,6,10,114,65
9,PPF44Q3B,19,10,GYM3,100
9,UAF44H2,8,10,235,100
11,EEFCCHQD,1,10,346,92
9,EEF88,8,10,146,75
11,MRF44QG,14,10,107,83
9,HUF44QQB,3,10,333,81
9,MKF44H,6,10,106,90
10,MKFC4TC,6,10,322,92
9,SDF44H,3,10,226,97
9,MEF44QG,9,10,211,67
9,MEF44HT,9,10,211,95
10,HQFC4TH,2,10,323,94
11,HQF44QQY,10,10,317,100
10,EEF88,8,10,146,77
9,MKF44,6,10,106,75
10,AUFC4TA,6,10,232,100
9,FLFC4HH,2,10,115,96
9,AWF84,5,10,222,84
9,PHF44Q2,9,10,B17,86
9,PPF44Q3B,19,10,GYM3,100
10,SDF44H,3,10,226,93
11,MRF44,26,10,208,76
10,SCF44,14,10,139,68
9,MEF44QG,10,10,203,73
12,SDF44QGE,5,10,341,70
9,HQF44HH,1,10,311,91
9,SCF44HG,5,10,141,90
11,PPF44Q2B,18,10,GYM3,70
11,PPF44Q3B,19,10,GYM3,90
9,MRF44QG,14,10,107,79
10,HUF44UQX,6,10,213,82
10,BCF44T,28,10,204,73
10,PGF44Q3C,9,10,GYM1,97
11,PPF44Q2G,14,10,GYM2,85
11,PPF44Q3G,14,10,GYM2,85
9,PGF44Q2C,9,10,GYM1,85
9,PGF44Q3C,9,10,GYM1,90
9,FJFC4H,3,10,124,90
9,HQF44HH,1,10,311,93
10,PPF44Q2G,14,10,GYM2,65
10,PPF44Q3G,15,10,GYM2,65
10,PPF44Q2B,19,10,GYM3,100
10,UAF44Q3,8,10,235,88
10,EEF88,7,10,331,88
10,PPF44Q2B,19,10,GYM3,100
10,UAF44Q3,8,10,235,80
9,FKFC4,6,10,114,80
9,SLF44QT,7,10,238,83
12,BCF44T,38,10,204,90
9,MEF44QW,3,10,104,82
11,PPF44Q2B,18,10,GYM3,90
11,PPF44Q3B,19,10,GYM3,90
11,EEF44UCC,3,10,347,94
9,SLF44QF,2,10,231,86
12,PPF44Q2G,14,10,GYM2,91
11,PPF44Q3B,19,10,GYM3,80
11,UAF88Q2,8,10,235,75
9,HGF88HGD,4,10,313,92
9,MEF44H,7,10,207,94
11,HUF44QG,6,10,315,80
9,FKFC4H,6,10,114,100
9,MEF44QW,3,10,104,75
9,MEF44QG,9,10,211,87
11,PPF44Q2B,18,10,GYM3,90
11,PPF44Q3B,19,10,GYM3,100
11,SCF44QT,5,10,141,65
9,MEF44QT,9,10,211,88
9,MEF44HT,9,10,211,90
9,HGF88QTD,4,10,313,70
9,MEF44H,7,10,207,94
12,PPF44Q2G,14,10,GYM2,93
12,PPF44Q3G,15,10,GYM2,80
11,SCF44,13,10,138,80
9,FLFC4HH,2,10,115,93
10,HUF44UQX,6,10,213,94
10,HUF44UQX,6,10,213,85
11,PPF44Q2G,14,10,GYM2,95
11,UAF88H3,8,10,235,98
9,SDF44H,3,10,226,100
10,MRF44,26,10,208,82
9,AWF84,5,10,222,76
9,FFFC4,2,10,111,74
9,PPF44Q2G,14,10,GYM2,88
9,PPF44Q3G,15,10,GYM2,65
11,MEF88QG,3,10,105,65
10,MEF88QG,3,10,105,83
11,SPF44,8,10,229,79
10,PPF44Q3B,18,10,GYM3,95
10,UAF44Q2,8,10,235,67
10,HQFC4TH,2,10,323,91
10,EEF88H,7,10,331,90
10,HUF44QG,6,10,315,77
9,PHF44H2,9,10,B17,96
9,PPF44Q3G,15,10,GYM2,70
11,PPF44Q3G,15,10,GYM2,90
11,UAF88H2,8,10,235,94
11,PPF44Q2G,14,10,GYM2,88
11,PPF44Q3G,14,10,GYM2,95
9,HGF84HF,3,10,334A,94
9,SLF44HF,2,10,231,95
9,HGF84HF,3,10,334A,91
9,FLFC4HH,2,10,115,91
9,FMFC8H,5,10,215,94
11,PPF44Q3G,14,10,GYM2,95
11,UAF88H2,8,10,235,100
9,PHF44H2,9,10,B17,93
9,PPF44Q3G,15,10,GYM2,90
9,HGF88HQD,6,10,316,94
10,EEFCCQQD,1,10,346,66
10,HUF44,4,10,314,72
9,UAF44Q3,8,10,235,69
10,MRF44QT,14,10,107,65
10,MRF44QG,13,10,205,80
9,HGF88HGD,4,10,313,95
9,MEF44,7,10,207,80
9,HGF88QWD,20,10,307,70
9,HGF88QWD,20,10,307,85
10,PPF44Q3B,19,10,GYM3,100
10,UAF44Q2,8,10,235,87
10,SDF44QGE,5,10,341,80
10,SCF44QT,5,10,141,84
9,FLFC4HH,2,10,115,97
9,HQF44QH,1,10,311,88
9,SLF44,12,10,338,81
10,HUF44UQX,6,10,213,90
9,MKF44H,6,10,106,100
12,PPF44Q2G,14,10,GYM2,100
12,PPF44Q3G,14,10,GYM2,98
9,PHF44Q3,9,10,B17,83
9,PPF44Q2G,15,10,GYM2,70
9,ULFC4TP,6,10,B39,65
9,EEFG4,9,10,349,85
10,HUF44UQX,6,10,213,90
10,ULFC4TP,6,10,B39,87
10,MRF44QG,13,10,205,72
12,PGF44Q2C,9,10,GYM1,96
12,PGF44Q3C,9,10,GYM1,95
10,HUF44HQB,3,10,333,91
9,SLF44QT,7,10,238,80
9,FFFC4H,2,10,111,96
9,EEFG4,9,10,349,70
10,PPF44Q2G,14,10,GYM2,92
10,UAF44H3,8,10,235,100
9,HGF84QF,3,10,334A,81
10,EEF88QG,13,10,336,75
10,EEF88,7,10,331,71
10,HUF44HQB,3,10,333,94
10,EEF88,7,10,331,68
10,FMFC8,5,10,215,85
10,FMFC8,5,10,215,75
10,FMFC8H,5,10,215,92
11,MRF44H,26,10,208,100
9,SLF44HG,7,10,238,96
10,HUF44UQX,6,10,213,83
12,EEF44UCC,3,10,347,90
9,FMFC4H,4,10,116,100
9,MEF44H,7,10,207,90
9,MEF44HG,9,10,211,90
10,PPF44Q2G,15,10,GYM2,95
10,UAF44H3,8,10,235,93
9,ULFC4TP,6,10,B39,93
10,SCF44HG,5,10,141,91
11,MRF44HG,14,10,107,100
11,PPF44Q2B,18,10,GYM3,90
11,PPF44Q3B,18,10,GYM3,95
9,MEF44QW,3,10,104,80
11,SPF44,8,10,229,79
9,MEF88QG,3,10,105,65
11,SDF44HGE,5,10,341,92
10,MEF88QT,3,10,105,65
9,HGF88QGD,4,10,313,71
9,MEF44QW,3,10,104,88
11,SPF44,8,10,229,80
9,SDF44,3,10,226,87
9,FLFC4HH,2,10,115,100
11,BCF44T,28,10,204,100
11,MKFC4TC,6,10,322,65
9,HQF44QH,1,10,311,88
12,BCF44T,38,10,204,95
12,PPF44Q2B,19,10,GYM3,100
9,FSFC8,13,10,122,73
9,SLF44H,12,10,338,97
11,SDF44HGE,5,10,341,95
12,PPF44Q2B,18,10,GYM3,98
12,PPF44Q3B,18,10,GYM3,95
9,UAF44Q3,8,10,235,66
11,MRF44QG,13,10,205,71
10,PPF44Q2G,14,10,GYM2,82
10,UAF44H3,8,10,235,100
9,FFFC4,2,10,111,85
10,HUF44QQB,3,10,333,77
11,MRF44,26,10,208,86
9,HGF88QQD,6,10,316,67
10,EEF88,7,10,331,85
9,FKFC4,6,10,114,85
9,HGF88HQD,6,10,316,99
9,EEF88QG,13,10,336,70
12,BCF44T,28,10,204,100
12,PPF44Q3G,14,10,GYM2,90
10,BCF44T,28,10,204,100
10,PPF44Q3G,14,10,GYM2,93
9,EEF88,7,10,331,73
9,MEF44QW,3,10,104,88
10,FSFC8,13,10,122,82
9,AWF84,5,10,222,86
9,SLF44HG,7,10,238,91
11,PPF44Q2G,14,10,GYM2,90
11,PPF44Q3G,14,10,GYM2,89
10,FFFC4,2,10,111,71
10,MKFC4TC,6,10,322,96
10,PGF44Q3C,9,10,GYM1,95
10,UAF44H2,8,10,235,96
9,EEFG4,9,10,349,83
10,BCF44T,38,10,204,100
10,PPF44Q2G,15,10,GYM2,100
9,SDF44H,3,10,226,94
11,AUFC4TA,6,10,232,100
9,PGF44Q2C,9,10,GYM1,95
9,PPF44Q3G,14,10,GYM2,93
11,SDF44QTE,5,10,341,85
9,PHF44Q3,9,10,B17,84
9,PPF44Q2G,15,10,GYM2,90
10,BCF44T,38,10,204,100
10,PPF44Q2G,15,10,GYM2,95
9,PHF44Q3,9,10,B17,88
9,PPF44Q2B,19,10,GYM3,100
9,AUFC4TA,6,10,232,87
11,EEFGGHTC,4,10,250,92
9,PHF44Q3,9,10,B17,70
9,PPF44Q2B,19,10,GYM3,90
10,FSFC8,13,10,122,77
11,MRF44,26,10,208,88
10,PPF44Q2G,15,10,GYM2,80
10,PPF44Q3G,15,10,GYM2,70
9,SLF44QF,2,10,231,73
9,SLF44HF,2,10,231,100
9,HQF44HH,1,10,311,90
9,MEF88HG,3,10,105,91
10,HUF44UQX,6,10,213,83
9,HGF84QF,3,10,334A,67
9,MKF44H,6,10,106,98
11,EEF88,7,10,331,70
9,SLF44,11,10,228,71
11,SDF44QTE,5,10,341,85
9,EEFG4,9,10,349,68
11,BCF44T,38,10,204,100
10,AUFC4TA,6,10,232,90
9,PPF44Q2B,18,10,GYM3,70
12,MEF88QT,3,10,105,85
9,MEF44HG,10,10,203,93
10,EEF88HG,13,10,336,98
9,SLF44,12,10,338,87
9,MEF44,7,10,207,85
10,SCF44H,14,10,139,96
9,MKF44H,6,10,106,90
9,FKFC4,6,10,114,65
9,EEF88,8,10,146,88
9,SLF44,11,10,228,86
10,HQFC4TH,2,10,323,87
12,SCF44,13,10,138,65
9,SLF44,11,10,228,87
9,EEFCCHQD,1,10,346,95
10,EEF88,8,10,146,65
9,SDF44,3,10,226,79
9,SDF44,3,10,226,77
10,PGF44Q2C,9,10,GYM1,95
10,UAF44H3,8,10,235,92
12,PGF44Q3C,9,10,GYM1,95
9,HGF88HQD,10,10,326,99
10,EEF88QT,13,10,336,77
9,MEF88QG,3,10,105,65
10,SPF44,8,10,229,86
10,HUF44UQX,6,10,213,88
